gene	transcript	n_cds_exons	dead_10x_n	dead_10x_exons	dead_20x_n	dead_20x_exons	dead_30x_n	dead_30x_exons
MSX1	ENST00000382723	2	0		0		2	1,2
MSX2	ENST00000239243	2	0		0		2	1,2
MT-ATP6	chrM	1	0		0		0	
MT-ATP8	chrM	1	0		0		0	
MT-CO1	chrM	1	0		0		0	
MT-CO2	chrM	1	0		0		0	
MT-CO3	chrM	1	0		0		0	
MT-CYB	chrM	1	0		0		0	
MT-ND1	chrM	1	0		0		0	
MT-ND2	chrM	1	0		0		0	
MT-ND3	chrM	1	0		0		0	
MT-ND4	chrM	1	0		0		0	
MT-ND4L	chrM	1	0		0		0	
MT-ND5	chrM	1	0		0		0	
MT-ND6	chrM	1	0		0		0	
MTAP	ENST00000644715	8	0		0		4	2,5,6,8
MTCL1	ENST00000695636	15	0		0		8	1,2,5,6,7,9,11,14
MTF1	ENST00000373036	10	0		0		4	2,3,7,9
MTFMT	ENST00000220058	9	0		0		2	1,4
MTHFD1	ENST00000652337	27	0		0		7	6,10,11,12,13,14,21
MTHFR	ENST00000376590	11	0		0		6	2,3,5,9,10,11
MTHFS	ENST00000258874	3	0		0		0	
MTM1	ENST00000370396	14	0		3	3,4,8	14	2,3,4,5,6,7,8,9,10,11,12,13,14,15
MTMR14	ENST00000296003	19	0		0		7	1,2,3,10,12,14,17
MTMR2	ENST00000346299	15	0		0		5	1,6,8,12,14
MTNR1B	ENST00000257068	2	0		0		2	1,2
MTO1	ENST00000498286	12	0		0		5	1,2,8,10,11
MTOR	ENST00000361445	57	0		0		20	4,7,9,10,11,13,14,16,19,27,30,35,36,39,46,47,48,49,50,54
MTPAP	ENST00000263063	9	0		0		4	4,7,8,9
MTR	ENST00000366577	33	0		0		9	1,2,7,14,15,23,25,31,32
MTRFR	ENST00000253233	2	0		0		1	2
MTRR	ENST00000440940	14	0		0		7	3,5,11,12,13,14,15
MTSS2	ENST00000338779	15	0		0		2	8,9
MTTP	ENST00000265517	18	0		0		7	6,7,8,9,12,16,18
MTX2	ENST00000249442	10	0		0		3	1,4,9
MUC1	NM_001371720.2	12	6	6,7,8,9,10,11	6	6,7,8,9,10,11	7	4,6,7,8,9,10,11
MUC5B	ENST00000529681	49	0		0		6	22,23,31,34,35,40
MUC7	ENST00000304887	2	0		0		0	
MUSK	ENST00000374448	15	0		0		5	5,6,9,13,15
MUTYH	ENST00000456914	15	0		0		2	2,3
MUTYH	ENST00000710952	16	0		0		6	1,2,3,10,12,13
MVD	ENST00000301012	10	0		0		2	3,5
MVK	ENST00000228510	10	0		0		4	3,4,10,11
MXI1	ENST00000332674	6	0		0		1	1
MYADML2	ENST00000409745	1	0		0		1	3
MYB	ENST00000341911	16	0		0		5	6,10,11,13,16
MYBBP1A	ENST00000254718	26	0		0		5	7,9,12,15,20
MYBPC1	ENST00000361466	31	0		0		14	6,7,9,11,13,14,15,16,21,23,25,26,28,30
MYBPC3	ENST00000545968	34	0		0		2	6,33
MYBPHL	ENST00000357155	8	0		0		1	5
MYC	ENST00000621592	3	0		0		2	2,3
MYCBP2	ENST00000544440	83	0		0		28	1,4,6,7,8,11,14,23,30,35,37,38,42,43,44,56,61,62,65,67,68,70,71,74,75,76,82,83
MYCBPAP	ENST00000323776	19	0		0		9	1,2,4,7,8,9,10,11,12
MYCN	ENST00000281043	2	0		0		2	2,3
MYD88	ENST00000650905	5	0		0		2	1,3
MYF5	ENST00000228644	3	0		0		2	1,2
MYF6	ENST00000228641	3	0		0		3	1,2,3
MYH1	ENST00000226207	38	0		0		16	3,5,6,9,12,16,21,23,24,26,29,31,32,33,34,37
MYH10	ENST00000360416	42	0		0		19	2,5,7,11,13,14,15,19,26,28,29,30,32,35,36,37,38,40,42
MYH11	ENST00000300036	40	0		0		1	41
MYH11	ENST00000452625	41	0		39	2,3,5,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42	40	2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
MYH14	ENST00000642316	42	0		0		16	2,3,18,19,21,24,27,28,31,32,33,34,37,38,40,42
MYH2	ENST00000245503	38	0		0		26	3,5,7,8,9,14,15,16,19,21,23,24,25,26,27,28,29,31,32,34,35,36,37,38,39,40
MYH3	ENST00000583535	39	0		0		19	3,8,11,12,17,18,20,21,22,25,27,28,29,31,34,36,38,39,40
MYH6	ENST00000405093	37	0		0		12	4,12,14,15,18,19,21,22,26,33,34,37
MYH7	ENST00000355349	38	0		0		10	3,4,7,11,15,22,26,29,35,37
MYH7B	ENST00000262873	41	0		0		9	5,16,19,25,27,29,30,39,40
MYH8	ENST00000403437	38	0		0		17	3,5,8,9,10,12,14,15,17,18,23,26,27,29,35,38,40
MYH9	ENST00000216181	40	0		0		22	2,3,7,9,11,13,14,15,16,17,20,21,26,27,28,30,31,32,33,34,38,40
MYL1	ENST00000352451	6	0		0		2	1,2
MYL11	ENST00000322861	7	0		0		2	1,7
MYL2	ENST00000228841	7	0		0		1	1
MYL3	ENST00000292327	6	0		0		1	4
MYL4	ENST00000393450	6	0		0		1	4
MYL9	ENST00000279022	3	0		0		2	2,3
MYLK	ENST00000360304	31	0		0		16	5,8,10,11,12,13,16,18,20,23,26,27,28,30,31,33
MYLK2	ENST00000375985	12	0		0		3	2,3,4
MYLK3	ENST00000394809	13	0		0		8	1,2,3,4,6,8,10,11
MYMK	ENST00000339996	5	0		0		3	1,3,4
MYMX	ENST00000573382	1	0		0		0	
MYO10	ENST00000513610	41	0		0		17	1,2,4,5,6,9,10,13,17,24,25,27,29,33,35,36,39
MYO15A	ENST00000647165	65	0		0		11	2,5,22,23,30,34,39,60,61,62,65
MYO18B	ENST00000335473	42	0		0		21	2,3,7,8,9,12,13,15,17,18,19,21,23,27,31,34,35,39,40,42,43
MYO1A	ENST00000300119	27	0		0		5	3,16,17,20,28
MYO1C	ENST00000648651	32	0		0		1	31
MYO1E	ENST00000288235	28	0		0		9	1,7,10,14,15,19,24,25,26
MYO1H	ENST00000310903	32	0		0		8	2,4,7,10,13,16,21,23
MYO3A	ENST00000642920	33	0		0		14	3,8,10,11,13,15,16,20,21,26,28,31,32,34
MYO5A	ENST00000399233	42	0		0		10	2,7,12,20,21,27,30,32,39,40
MYO5B	ENST00000285039	40	0		0		18	1,3,5,12,15,16,19,21,23,24,28,29,31,35,36,38,39,40
MYO6	ENST00000369977	34	0		0		15	5,6,8,9,10,12,16,18,20,22,25,28,32,33,34
MYO7A	ENST00000409709	48	0		0		14	3,7,10,13,15,23,27,28,30,31,35,40,42,45
MYO9A	ENST00000356056	41	0		0		15	2,4,12,14,16,18,19,22,23,24,25,26,31,40,42
MYO9B	ENST00000682292	39	0		0		15	2,5,6,11,12,15,20,21,22,27,28,34,35,39,40
MYOC	ENST00000037502	3	0		0		3	1,2,3
MYOCD	ENST00000425538	14	0		0		5	7,8,10,12,14
MYOD1	ENST00000250003	3	0		0		2	1,3
MYOF	ENST00000359263	54	0		0		20	1,2,5,7,10,13,14,15,19,20,21,24,26,28,30,32,40,46,49,50
MYOM1	ENST00000356443	37	0		0		17	2,6,14,15,17,18,19,20,21,22,23,24,25,27,32,36,38
MYORG	ENST00000297625	1	0		0		1	2
MYOT	ENST00000239926	9	0		0		1	10
MYOZ2	ENST00000307128	5	0		0		1	4
MYPN	ENST00000358913	19	0		0		7	2,10,11,12,13,14,20
MYRF	ENST00000278836	27	0		0		3	6,15,22
MYSM1	ENST00000472487	20	0		0		6	5,6,17,18,19,20
MYT1	ENST00000328439	21	0		21	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	21	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
MYT1L	ENST00000647738	20	0		0		12	6,7,10,11,12,13,15,17,19,22,24,25
MYZAP	ENST00000267853	13	0		0		5	2,9,10,12,13
NAA10	ENST00000464845	8	0		1	8	8	1,2,3,4,5,6,7,8
NAA15	ENST00000296543	20	0		1	18	10	1,4,5,6,7,8,9,11,18,20
NAA20	ENST00000334982	6	0		0		3	3,4,6
NAA30	ENST00000556492	4	0		0		1	2
NAA60	ENST00000407558	5	0		0		0	
NAA80	ENST00000443094	1	0		0		1	2
NACC1	ENST00000292431	5	0		0		3	2,3,6
NADK2	ENST00000381937	12	0		0		4	1,6,7,11
NADSYN1	ENST00000319023	21	0		0		5	7,9,11,14,18
NAE1	ENST00000290810	20	0		0		8	1,2,7,13,14,15,16,17
NAF1	ENST00000274054	8	0		0		5	1,2,4,5,6
NAGA	ENST00000396398	9	0		0		6	2,4,5,7,8,9
NAGLU	ENST00000225927	6	0		0		2	3,6
NAGS	ENST00000293404	7	0		0		3	2,3,7
NALCN	ENST00000251127	43	0		0		14	2,3,5,7,11,12,13,16,18,25,26,29,34,41
NANOS1	ENST00000425699	1	0		0		1	1
NANOS3	ENST00000339133	2	0		0		1	1
NANS	ENST00000210444	6	0		0		5	2,3,4,5,6
NAPB	ENST00000377026	11	0		0		2	2,6
NARS1	ENST00000256854	14	0		0		3	5,8,9
NARS2	ENST00000281038	14	0		0		4	3,6,7,14
NAT2	ENST00000286479	1	0		0		1	2
NAV2	ENST00000349880	38	0		0		15	1,2,7,10,11,12,13,14,15,16,19,25,33,35,36
NAV3	ENST00000397909	40	0		0		19	4,6,8,10,11,13,14,15,16,18,19,20,22,25,29,31,32,34,37
NAXD	ENST00000680254	10	0		0		2	1,4
NAXE	ENST00000368235	6	0		0		4	1,2,5,6
NBAS	ENST00000281513	52	0		0		21	1,2,4,5,12,13,17,25,26,27,30,38,39,41,43,44,45,46,47,49,52
NBEA	ENST00000379939	59	0		0		24	1,5,9,13,14,15,17,19,22,23,24,26,27,28,29,30,31,34,36,37,38,41,57,59
NBEAL2	ENST00000450053	54	0		0		6	11,27,28,31,32,51
NBN	ENST00000265433	16	0		0		7	3,6,7,8,11,13,14
NCAPD2	ENST00000315579	31	0		0		10	8,10,12,13,18,22,25,26,31,32
NCAPD3	ENST00000534548	35	0		0		11	5,8,11,15,22,25,26,28,30,31,34
NCAPG2	ENST00000356309	27	0		0		8	7,8,11,18,19,23,24,28
NCAPH	ENST00000240423	18	0		0		5	2,3,10,13,18
NCBP1	ENST00000375147	23	0		0		6	2,8,11,13,16,20
NCDN	ENST00000373243	7	0		0		4	2,4,5,7
NCF1	ENST00000289473	11	0		1	2	10	1,2,3,4,6,7,8,9,10,11
NCF2	ENST00000367535	15	0		0		6	1,2,7,11,12,15
NCF4	ENST00000248899	10	0		7	1,2,3,4,6,7,8	9	1,2,3,4,5,6,7,8,9
NCKAP1	ENST00000361354	31	0		0		13	1,2,3,4,9,12,17,20,26,27,28,30,31
NCKAP1L	ENST00000293373	31	0		0		6	3,7,8,15,20,23
NCOA3	ENST00000371998	21	0		0		7	9,12,15,16,17,20,21
NCOR1	ENST00000268712	45	0		0		16	4,5,9,12,19,20,22,23,27,30,31,35,37,44,45,46
NCR3	ENST00000340027	4	4	1,2,3,4	4	1,2,3,4	4	1,2,3,4
NCSTN	ENST00000294785	17	0		0		2	6,13
NDC1	ENST00000371429	18	0		0		6	3,7,8,9,10,12
NDE1	ENST00000396354	8	0		7	3,4,5,6,7,8,9	8	2,3,4,5,6,7,8,9
NDN	ENST00000649030	1	0		0		1	1
NDNF	ENST00000379692	3	0		0		1	4
NDP	ENST00000642620	2	0		1	3	2	2,3
NDRG1	ENST00000323851	15	0		0		5	2,4,8,14,16
NDRG4	ENST00000570248	15	0		0		2	3,15
NDST1	ENST00000261797	14	0		0		5	2,3,10,12,13
NDUFA1	ENST00000371437	3	0		1	1	2	1,2
NDUFA10	ENST00000252711	10	0		0		2	3,5
NDUFA11	ENST00000308961	4	0		0		1	4
NDUFA12	ENST00000327772	4	0		0		2	1,4
NDUFA13	ENST00000507754	5	0		0		1	1
NDUFA2	ENST00000252102	3	0		0		1	1
NDUFA3	ENST00000485876	4	3	2,3,4	3	2,3,4	4	1,2,3,4
NDUFA6	ENST00000498737	3	3	1,2,3	3	1,2,3	3	1,2,3
NDUFA7	ENST00000301457	4	0		0		0	
NDUFA8	ENST00000373768	4	0		0		1	1
NDUFA9	ENST00000266544	11	0		0		3	2,4,5
NDUFAF1	ENST00000260361	4	0		0		2	2,4
NDUFAF2	ENST00000296597	4	0		0		2	1,3
NDUFAF3	ENST00000326925	5	0		0		4	2,3,4,5
NDUFAF4	ENST00000316149	3	0		0		3	1,2,3
NDUFAF5	ENST00000378106	11	0		1	4	3	1,4,5
NDUFAF6	ENST00000396124	9	0		0		4	1,4,5,9
NDUFAF7	ENST00000002125	10	0		0		6	1,2,5,7,9,10
NDUFAF8	ENST00000431388	3	0		0		0	
NDUFB10	ENST00000268668	4	0		0		1	2
NDUFB11	ENST00000377811	3	1	1	2	1,3	3	1,2,3
NDUFB3	ENST00000237889	2	0		0		0	
NDUFB7	ENST00000215565	3	0		0		1	1
NDUFB8	ENST00000299166	5	0		0		3	1,2,3
NDUFB9	ENST00000276689	4	0		0		1	1
NDUFC2	ENST00000281031	3	0		0		2	1,3
NDUFS1	ENST00000233190	18	0		0		9	2,5,6,9,10,11,13,14,15
NDUFS2	ENST00000676972	14	0		0		2	1,12
NDUFS3	ENST00000263774	7	0		0		1	5
NDUFS4	ENST00000296684	5	0		0		2	1,3
NDUFS6	ENST00000274137	4	0		0		2	2,4
NDUFS7	ENST00000233627	8	0		0		2	1,5
NDUFS8	ENST00000313468	6	0		0		1	7
NDUFV1	ENST00000322776	10	0		0		3	1,9,10
NDUFV2	ENST00000318388	8	0		0		2	2,7
NEB	ENST00000397345	180	0		0		0	
NEB	ENST00000427231	180	1	84	7	83,84,87,88,94,102,104	63	5,14,21,33,36,37,39,40,47,48,49,50,52,54,57,60,61,62,64,65,66,68,69,71,73,77,78,81,82,83,84,85,87,88,94,97,101,102,103,104,105,108,109,117,119,121,125,133,137,142,148,151,154,158,162,164,171,172,173,174,177,178,180
NEBL	ENST00000377122	28	0		0		10	3,8,9,10,11,12,15,16,18,24
NECAP1	ENST00000339754	8	0		0		1	2
NECTIN1	ENST00000264025	6	0		0		0	
NECTIN4	ENST00000368012	9	0		0		3	2,3,4
NEDD4L	ENST00000400345	31	0		0		5	2,6,8,9,18
NEFH	ENST00000310624	4	0		0		2	1,3
NEFL	ENST00000610854	4	0		0		3	1,2,3
NEK1	ENST00000507142	34	0		0		8	5,13,18,19,24,26,27,35
NEK10	ENST00000691995	35	0		0		15	2,4,11,12,13,18,20,23,26,27,28,29,30,31,36
NEK2	ENST00000366999	8	0		0		3	3,4,8
NEK8	ENST00000268766	15	0		0		7	1,4,5,6,8,9,12
NEK9	ENST00000238616	22	0		0		8	1,5,6,8,10,16,20,21
NEMF	ENST00000298310	33	0		1	19	12	1,5,9,11,12,14,17,18,19,21,23,33
NEU1	ENST00000375631	6	6	1,2,3,4,5,6	6	1,2,3,4,5,6	6	1,2,3,4,5,6
NEUROD1	ENST00000295108	1	0		0		1	2
NEUROD2	ENST00000302584	1	0		0		1	2
NEUROG1	ENST00000314744	1	0		0		1	1
NEUROG3	ENST00000242462	1	0		0		1	2
NEXMIF	ENST00000055682	3	0		2	3,4	3	2,3,4
NEXN	ENST00000334785	12	0		0		3	6,8,12
NF1	ENST00000356175	57	0		0		0	
NF1	ENST00000358273	58	0		0		22	3,4,8,13,15,16,20,21,26,27,28,32,36,37,39,40,42,43,46,52,53,58
NF2	ENST00000338641	16	0		0		5	1,2,10,12,15
NFASC	ENST00000339876	28	0		0		2	26,27
NFASC	ENST00000539706	27	0		0		8	4,8,9,11,18,19,20,22
NFAT5	ENST00000349945	14	0		0		8	3,4,6,7,8,11,13,14
NFATC1	ENST00000427363	10	0		0		3	2,5,8
NFATC2	ENST00000371564	10	0		0		7	1,2,3,4,5,9,10
NFE2	ENST00000435572	2	0		0		1	3
NFE2L1	ENST00000362042	5	0		0		2	2,6
NFE2L2	ENST00000397062	5	0		0		4	1,2,4,5
NFIA	ENST00000403491	11	0		0		4	2,8,9,10
NFIB	ENST00000380953	11	0		0		2	2,9
NFIX	ENST00000592199	11	0		0		4	3,6,8,11
NFKB1	ENST00000226574	23	0		0		12	2,3,7,10,13,14,16,17,18,21,22,23
NFKB2	ENST00000661543	22	0		0		3	9,14,15
NFKBIA	ENST00000216797	6	0		0		4	1,2,3,5
NFKBIL1	ENST00000376148	4	4	1,2,3,4	4	1,2,3,4	4	1,2,3,4
NFKBIZ	ENST00000326172	12	0		0		2	1,5
NFS1	ENST00000374092	13	0		0		3	1,5,6
NFU1	ENST00000410022	8	0		0		1	1
NGF	ENST00000369512	1	0		0		1	3
NGLY1	ENST00000280700	12	0		0		4	3,4,6,12
NHEJ1	ENST00000356853	7	0		0		0	
NHERF1	ENST00000262613	6	0		0		3	1,2,5
NHLH2	ENST00000320238	1	0		0		1	3
NHLRC1	ENST00000340650	1	0		0		1	1
NHLRC2	ENST00000369301	11	0		0		8	1,3,4,5,7,9,10,11
NHP2	ENST00000274606	4	0		0		1	2
NHS	ENST00000676302	9	0		2	7,9	8	1,2,3,5,6,7,8,9
NID1	ENST00000264187	20	0		0		9	2,4,6,7,10,11,12,14,20
NIN	ENST00000530997	29	0		0		16	3,5,7,8,12,13,14,18,19,20,21,23,25,27,28,29
NIPA1	ENST00000337435	5	0		0		2	4,5
NIPAL4	ENST00000311946	6	0		0		4	2,4,5,6
NIPBL	ENST00000282516	46	0		0		15	10,11,15,17,19,20,25,28,33,35,37,40,41,44,47
NIT1	ENST00000368009	7	0		0		3	3,4,6
NKAP	ENST00000371410	9	0		2	1,8	8	1,2,4,5,6,7,8,9
NKX2-1	ENST00000354822	3	0		0		2	2,3
NKX2-2	ENST00000377142	2	0		0		2	1,2
NKX2-3	ENST00000344586	2	0		1	2	2	1,2
NKX2-5	ENST00000329198	2	0		0		2	1,2
NKX2-6	ENST00000325017	2	0		0		2	1,2
NKX3-2	ENST00000382438	2	0		0		2	1,2
NKX6-2	ENST00000368592	3	0		0		1	2
NLGN1	ENST00000695368	6	0		0		3	2,6,7
NLGN3	ENST00000358741	7	0		3	2,7,8	7	2,3,4,5,6,7,8
NLGN4X	ENST00000381095	5	0		3	2,5,6	5	2,3,4,5,6
NLGN4Y	ENST00000684976	6	6	2,3,4,5,6,7	6	2,3,4,5,6,7	6	2,3,4,5,6,7
NLRC4	ENST00000402280	8	0		0		3	4,7,9
NLRP1	ENST00000572272	17	0		0		7	1,2,4,7,11,15,17
NLRP12	ENST00000324134	10	0		0		3	1,3,9
NLRP2	ENST00000448584	12	12	2,3,4,5,6,7,8,9,10,11,12,13	12	2,3,4,5,6,7,8,9,10,11,12,13	12	2,3,4,5,6,7,8,9,10,11,12,13
NLRP3	ENST00000336119	9	0		0		5	2,4,6,8,9
NLRP5	ENST00000850973	14	0		0		4	3,5,6,7
NLRP7	ENST00000592784	10	10	2,3,4,5,6,7,8,9,10,11	10	2,3,4,5,6,7,8,9,10,11	10	2,3,4,5,6,7,8,9,10,11
NME3	ENST00000219302	5	0		0		0	
NME5	ENST00000265191	5	0		0		4	2,3,4,5
NME7	ENST00000367811	12	0		0		5	2,3,4,8,11
NME8	ENST00000199447	15	0		0		6	5,9,11,13,15,17
NMNAT1	ENST00000377205	4	0		0		3	2,3,5
NMNAT2	ENST00000287713	11	0		0		3	1,4,5
NNMT	ENST00000299964	3	0		0		3	1,2,3
NNT	ENST00000344920	21	0		0		6	4,8,10,15,21,22
NOBOX	ENST00000645489	8	0		0		2	2,8
NOD2	ENST00000647318	11	0		0		3	4,11,12
NODAL	ENST00000287139	3	0		0		1	2
NOG	ENST00000332822	1	0		0		1	1
NOL3	ENST00000564992	3	0		0		1	3
NONO	ENST00000276079	10	0		4	5,6,7,12	9	3,4,5,6,7,8,9,11,12
NOP10	ENST00000328848	2	0		0		1	1
NOP56	ENST00000329276	12	0		0		8	2,3,5,6,7,8,9,12
NOS1	ENST00000317775	28	0		0		15	2,5,8,9,10,11,16,18,20,21,23,24,25,26,27
NOS1AP	ENST00000361897	10	0		0		3	1,3,10
NOS2	ENST00000313735	26	0		0		9	4,6,11,12,13,17,18,20,22
NOS3	ENST00000297494	26	0		0		5	2,6,16,25,27
NOTCH1	ENST00000651671	34	0		0		4	6,25,28,29
NOTCH2	ENST00000256646	34	0		0		15	3,4,5,6,7,10,11,13,18,19,23,25,26,33,34
NOTCH2NLA	ENST00000362074	4	0		0		1	4
NOTCH2NLC	ENST00000650865	5	0		0		2	1,4
NOTCH3	ENST00000263388	33	0		0		9	1,4,5,10,11,22,24,30,31
NOVA2	ENST00000263257	4	0		0		1	4
NOX1	ENST00000372966	13	0		2	7,12	13	1,2,3,4,5,6,7,8,9,10,11,12,13
NPAS2	ENST00000335681	20	0		0		9	4,8,11,15,16,17,18,19,20
NPAS4	ENST00000311034	8	0		0		2	1,7
NPAT	ENST00000278612	18	0		0		8	2,4,7,8,9,11,13,17
NPC1	ENST00000269228	25	0		0		11	1,7,8,10,12,13,20,21,22,23,25
NPC1L1	ENST00000381160	19	0		0		7	1,2,6,10,15,18,19
NPC2	ENST00000555619	5	0		0		0	
NPHP1	ENST00000445609	20	0		0		8	1,3,4,6,9,14,16,20
NPHP3	ENST00000337331	27	0		0		13	1,3,7,8,11,12,13,14,15,20,25,26,27
NPHP4	ENST00000378156	29	0		0		10	3,9,11,15,16,18,21,22,28,30
NPHS1	ENST00000378910	29	0		0		12	2,4,9,10,12,13,16,21,22,23,28,29
NPHS2	ENST00000367615	8	0		0		3	1,7,8
NPM1	ENST00000296930	11	0		0		4	1,2,8,10
NPNT	ENST00000379987	12	0		0		2	4,8
NPPA	ENST00000376480	3	0		0		2	1,2
NPPC	ENST00000409852	2	0		0		0	
NPR1	ENST00000368680	22	0		0		2	1,13
NPR2	ENST00000342694	22	0		0		1	1
NPR3	ENST00000265074	8	0		0		1	1
NPRL2	ENST00000232501	11	0		0		2	3,6
NPRL3	ENST00000611875	13	0		0		5	3,5,6,9,14
NPSR1	ENST00000360581	9	0		0		4	5,7,8,9
NPTX1	ENST00000306773	5	0		0		2	1,5
NQO1	ENST00000320623	6	0		0		3	2,3,6
NQO2	ENST00000380455	6	0		0		2	4,5
NR0B1	ENST00000378970	2	0		2	1,2	2	1,2
NR0B2	ENST00000254227	2	0		0		2	1,2
NR1H4	ENST00000392986	9	0		1	4	4	3,4,8,11
NR1I2	ENST00000393716	8	0		0		4	2,3,4,5
NR1I3	ENST00000367983	8	0		0		1	4
NR2E1	ENST00000368986	9	0		0		4	1,3,4,9
NR2E3	ENST00000617575	8	0		0		4	1,5,6,7
NR2F1	ENST00000327111	3	0		0		2	1,2
NR2F2	ENST00000394166	3	0		0		2	1,2
NR3C1	ENST00000394464	8	0		0		2	2,4
NR3C2	ENST00000358102	8	0		0		5	2,5,6,8,9
NR4A2	ENST00000339562	6	0		0		3	3,5,8
NR4A3	ENST00000395097	6	0		0		3	3,6,8
NR5A1	ENST00000373588	6	0		0		4	2,3,4,5
NR6A1	ENST00000487099	10	0		0		3	3,5,7
NRAP	ENST00000359988	42	0		0		13	2,4,7,8,22,27,28,29,30,33,35,40,41
NRAS	ENST00000369535	4	0		0		0	
NRCAM	ENST00000379028	30	0		0		7	4,7,14,16,22,26,27
NRG1	ENST00000405005	12	0		0		4	1,5,8,12
NRG2	ENST00000361474	10	0		1	10	4	1,2,9,10
NRIP1	ENST00000318948	1	0		0		1	4
NRL	ENST00000561028	2	0		0		1	3
NRP1	ENST00000374867	17	0		0		9	1,2,4,8,9,10,11,14,15
NRROS	ENST00000328557	2	0		0		2	2,3
NRXN1	ENST00000401669	22	0		0		10	2,6,9,10,14,19,20,21,22,23
NRXN2	ENST00000265459	22	0		0		8	2,6,8,10,11,14,19,23
NRXN3	ENST00000335750	20	0		0		9	2,5,7,8,12,16,18,19,21
NSD1	ENST00000439151	22	0		0		12	2,4,5,6,7,8,9,10,11,17,18,23
NSD2	ENST00000508803	21	0		0		9	2,4,5,7,9,13,16,19,22
NSDHL	ENST00000370274	7	0		5	3,4,6,7,8	7	2,3,4,5,6,7,8
NSF	ENST00000398238	21	11	3,4,8,9,10,12,14,15,16,17,18	20	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	21	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
NSMCE2	ENST00000287437	6	0		0		3	3,5,8
NSMCE3	ENST00000332303	1	1	1	1	1	1	1
NSMF	ENST00000371475	16	0		0		1	3
NSRP1	ENST00000247026	7	0		0		1	4
NSUN2	ENST00000264670	19	0		0		7	1,2,3,4,6,16,17
NSUN3	ENST00000314622	6	0		0		4	1,3,4,6
NSUN6	ENST00000377304	11	0		0		6	1,2,5,7,9,10
NT5C2	ENST00000404739	17	0		0		7	8,10,11,16,17,18,19
NT5C3A	ENST00000610140	9	0		0		5	1,2,4,6,8
NT5E	ENST00000257770	9	0		0		4	1,2,7,9
NTF4	ENST00000593537	1	0		0		1	2
NTHL1	ENST00000651570	6	0		0		3	2,3,4
NTN1	ENST00000173229	6	0		0		2	2,7
NTNG1	ENST00000370068	7	0		0		7	2,3,4,5,6,7,8
NTNG2	ENST00000393229	7	0		0		3	2,3,6
NTRK1	ENST00000524377	17	0		0		3	8,15,16
NTRK2	ENST00000277120	18	0		0		11	2,5,6,9,11,14,15,16,17,18,19
NUAK2	ENST00000367157	7	0		0		5	1,3,4,5,7
NUBPL	ENST00000281081	11	0		0		4	1,8,9,10
NUDCD2	ENST00000302764	4	0		0		2	1,2
NUDCD3	ENST00000355451	6	0		0		4	1,3,4,6
NUDT15	ENST00000258662	3	0		0		2	1,2
NUDT2	ENST00000379158	2	0		0		2	4,5
NUF2	ENST00000271452	13	0		0		7	2,4,10,11,12,13,14
NUMA1	ENST00000393695	25	0		0		7	4,10,15,16,18,21,22
NUP107	ENST00000229179	28	0		0		12	1,3,8,10,11,14,19,20,21,23,24,25
NUP133	ENST00000261396	26	0		0		12	1,4,6,7,8,15,17,18,20,21,25,26
NUP155	ENST00000231498	35	0		0		12	1,6,10,11,12,16,17,20,21,27,30,32
NUP160	ENST00000378460	36	0		0		7	2,16,22,23,24,31,33
NUP188	ENST00000372577	44	0		0		11	1,8,22,23,26,30,31,35,39,40,44
NUP205	ENST00000285968	43	0		0		19	2,4,5,8,9,10,12,17,19,22,23,27,28,29,30,33,34,35,42
NUP210L	ENST00000368559	40	0		0		10	1,7,10,12,22,23,25,31,33,37
NUP214	ENST00000359428	36	0		0		9	1,8,12,15,18,20,29,31,34
NUP37	ENST00000552283	9	0		0		1	7
NUP50	ENST00000347635	7	0		0		3	2,4,5
NUP54	ENST00000264883	12	0		0		4	1,5,6,8
NUP62	ENST00000352066	1	0		0		1	3
NUP85	ENST00000245544	19	0		0		7	2,3,9,10,14,15,17
NUP88	ENST00000573584	17	0		0		4	1,4,12,15
NUP93	ENST00000308159	21	0		0		5	3,8,9,11,14
NUS1	ENST00000368494	5	0		0		2	1,3
NXN	ENST00000336868	8	1	1	1	1	7	1,2,3,5,6,7,8
NXNL1	ENST00000301944	2	0		0		2	1,2
NYNRIN	ENST00000382554	8	0		0		4	3,4,5,9
NYX	ENST00000378220	2	0		1	3	1	3
OAS1	ENST00000202917	6	0		0		5	2,3,4,5,6
OAS2	ENST00000392583	10	0		0		8	1,2,3,4,7,8,9,10
OAT	ENST00000368845	9	0		0		6	3,4,5,7,9,10
OBSCN	ENST00000680850	115	0		0		30	2,6,8,9,13,14,15,16,17,18,19,20,21,24,26,27,34,35,37,38,39,44,61,66,72,77,78,93,102,105
OBSL1	ENST00000404537	21	0		0		8	1,2,3,4,5,8,9,15
