gene	transcript	n_cds_exons	dead_10x_n	dead_10x_exons	dead_20x_n	dead_20x_exons	dead_30x_n	dead_30x_exons
MRPL3	ENST00000264995	10	0		0		3	2,9-10
MRPL39	ENST00000352957	10	0		1	8	1	8
MRPL42	ENST00000549982	5	0		0		2	2,5
MRPL44	ENST00000258383	4	0		1	2	2	2-3
MRPL49	ENST00000279242	4	0		0		0	
MRPL50	ENST00000374865	2	0		1	2	1	2
MRPS14	ENST00000476371	3	0		0		0	
MRPS16	ENST00000372945	3	0		0		0	
MRPS2	ENST00000241600	4	1	4	1	4	2	1,4
MRPS22	ENST00000680020	8	0		0		0	
MRPS23	ENST00000313608	5	1	1	1	1	1	1
MRPS25	ENST00000253686	4	0		0		1	4
MRPS28	ENST00000276585	3	0		1	3	2	2-3
MRPS34	ENST00000397375	3	0		0		1	1
MRPS7	ENST00000245539	5	0		0		0	
MRTFA	ENST00000355630	13	1	3	3	3,10,15	5	3,7,10,12,15
MRTFB	ENST00000571589	15	1	7	2	7,17	6	7-11,17
MS4A1	ENST00000345732	6	0		0		0	
MS4A2	ENST00000278888	7	0		0		0	
MSGN1	ENST00000281047	1	0		0		0	
MSH2	ENST00000233146	16	0		0		0	
MSH3	ENST00000265081	24	0		1	1	1	1
MSH4	ENST00000263187	20	0		2	2,18	9	2,5-7,11-13,17-18
MSH5	ENST00000375750	24	16	2-4,6-7,9,13,15-22,25	24	2-25	24	2-25
MSH6	ENST00000234420	10	0		2	1,4	2	1,4
MSI1	ENST00000257552	14	2	1,13	3	1-2,13	4	1-2,9,13
MSL2	ENST00000309993	2	0		0		0	
MSL3	ENST00000312196	13	0		0		8	1-2,4-5,7-8,10-11
MSMB	ENST00000582163	4	0		0		0	
MSMO1	ENST00000261507	5	0		0		0	
MSN	ENST00000360270	13	0		0		5	4,6-7,10,13
MSR1	ENST00000262101	9	0		0		0	
MSRB3	ENST00000308259	6	0		0		0	
MST1	ENST00000449682	18	0		0		1	18
MST1R	ENST00000296474	20	0		1	8	5	1,8,10-11,20
MSTN	ENST00000260950	3	0		0		0	
MSTO1	ENST00000245564	14	0		0		2	7,11
MSX1	ENST00000382723	2	0		1	1	2	1-2
MSX2	ENST00000239243	2	0		0		0	
MT-ATP6	chrM	1	0		0		1	1
MT-ATP8	chrM	1	0		0		1	1
MT-CO1	chrM	1	0		1	1	1	1
MT-CO2	chrM	1	0		0		1	1
MT-CO3	chrM	1	0		0		1	1
MT-CYB	chrM	1	0		1	1	1	1
MT-ND1	chrM	1	0		0		1	1
MT-ND2	chrM	1	0		1	1	1	1
MT-ND3	chrM	1	0		0		1	1
MT-ND4	chrM	1	0		0		1	1
MT-ND4L	chrM	1	0		1	1	1	1
MT-ND5	chrM	1	0		0		1	1
MT-ND6	chrM	1	0		0		0	
MTAP	ENST00000644715	8	0		1	6	1	6
MTCL1	ENST00000695636	15	1	1	1	1	3	1,8,12
MTF1	ENST00000373036	10	1	11	1	11	4	2,4,9,11
MTFMT	ENST00000220058	9	1	1	3	1-2,9	5	1-4,9
MTHFD1	ENST00000652337	27	0		0		0	
MTHFR	ENST00000376590	11	0		0		0	
MTHFS	ENST00000258874	3	0		0		0	
MTM1	ENST00000370396	14	0		0		2	4,10
MTMR14	ENST00000296003	19	0		0		0	
MTMR2	ENST00000346299	15	0		0		0	
MTNR1B	ENST00000257068	2	0		1	1	1	1
MTO1	ENST00000498286	12	0		0		4	4,9,11-12
MTOR	ENST00000361445	57	3	27,32,35	4	11,27,32,35	6	11,14,21,27,32,35
MTPAP	ENST00000263063	9	0		0		0	
MTR	ENST00000366577	33	0		0		0	
MTRFR	ENST00000253233	2	0		0		0	
MTRR	ENST00000440940	14	0		0		0	
MTSS2	ENST00000338779	15	0		1	1	2	1,15
MTTP	ENST00000265517	18	0		0		0	
MTX2	ENST00000249442	10	0		0		4	5,8-10
MUC1	NM_001371720.2	12	6	6-11	6	6-11	7	1,6-11
MUC5B	ENST00000529681	49	0		1	2	4	2,21,25,27
MUC7	ENST00000304887	2	0		0		0	
MUSK	ENST00000374448	15	1	15	2	9,15	9	3-5,7,9-10,12-13,15
MUTYH	ENST00000456914	15	0		0		0	
MUTYH	ENST00000710952	16	0		0		0	
MVD	ENST00000301012	10	0		1	4	2	4,8
MVK	ENST00000228510	10	0		0		0	
MXI1	ENST00000332674	6	1	1	1	1	3	1,5-6
MYADML2	ENST00000409745	1	0		1	3	1	3
MYB	ENST00000341911	16	2	1,10	3	1,6,10	4	1,6,10-11
MYBBP1A	ENST00000254718	26	0		0		1	20
MYBPC1	ENST00000361466	31	0		0		1	25
MYBPC3	ENST00000545968	34	1	19	1	19	5	2,19,25,27,29
MYBPHL	ENST00000357155	8	0		0		2	3-4
MYC	ENST00000621592	3	0		0		1	3
MYCBP2	ENST00000544440	83	2	4,54	5	1,4,29,54,59	35	1,4-7,10,13-14,16,23-24,29,31-34,36-38,45-47,49,52,54,57-60,62-64,71,74,78
MYCBPAP	ENST00000323776	19	0		0		1	14
MYCN	ENST00000281043	2	1	2	1	2	1	2
MYD88	ENST00000650905	5	0		0		1	1
MYF5	ENST00000228644	3	0		0		0	
MYF6	ENST00000228641	3	0		0		0	
MYH1	ENST00000226207	38	1	38	3	16,31,38	10	4-5,16,25,27,31-33,38,40
MYH10	ENST00000360416	42	2	3,20	2	3,20	6	3,14,16,20-21,26
MYH11	ENST00000300036	40	0		0		0	
MYH11	ENST00000452625	41	0		0		2	7,17
MYH14	ENST00000642316	42	0		0		2	18,33
MYH2	ENST00000245503	38	0		0		0	
MYH3	ENST00000583535	39	0		0		0	
MYH6	ENST00000405093	37	0		0		1	29
MYH7	ENST00000355349	38	0		0		1	30
MYH7B	ENST00000262873	41	1	33	2	33,45	9	6,17,19,24,27,32-33,36,45
MYH8	ENST00000403437	38	0		0		1	16
MYH9	ENST00000216181	40	0		0		0	
MYL1	ENST00000352451	6	0		0		1	4
MYL11	ENST00000322861	7	1	6	2	6-7	2	6-7
MYL2	ENST00000228841	7	0		0		0	
MYL3	ENST00000292327	6	0		0		0	
MYL4	ENST00000393450	6	0		0		0	
MYL9	ENST00000279022	3	1	4	2	3-4	2	3-4
MYLK	ENST00000360304	31	0		0		0	
MYLK2	ENST00000375985	12	0		0		1	4
MYLK3	ENST00000394809	13	0		2	3-4	3	3-4,10
MYMK	ENST00000339996	5	0		0		1	5
MYMX	ENST00000573382	1	1	2	1	2	1	2
MYO10	ENST00000513610	41	0		1	4	6	3-4,26,32,39-40
MYO15A	ENST00000647165	65	0		1	2	1	2
MYO18B	ENST00000335473	42	0		3	4,38,43	3	4,38,43
MYO1A	ENST00000300119	27	0		0		0	
MYO1C	ENST00000648651	32	0		0		0	
MYO1E	ENST00000288235	28	0		0		0	
MYO1H	ENST00000310903	32	1	1	2	1,4	3	1,4,12
MYO3A	ENST00000642920	33	0		0		0	
MYO5A	ENST00000399233	42	0		0		1	1
MYO5B	ENST00000285039	40	0		1	1	1	1
MYO6	ENST00000369977	34	0		0		0	
MYO7A	ENST00000409709	48	0		0		5	3-5,30,35
MYO9A	ENST00000356056	41	3	13,17,21	5	13,17,21,35,42	18	2,8,10-17,19,21,23-25,31,35,42
MYO9B	ENST00000682292	39	1	21	2	21,40	2	21,40
MYOC	ENST00000037502	3	0		0		2	1,3
MYOCD	ENST00000425538	14	0		0		5	6-7,10-11,14
MYOD1	ENST00000250003	3	0		1	1	3	1-3
MYOF	ENST00000359263	54	1	45	2	45,51	4	23,36,45,51
MYOM1	ENST00000356443	37	1	4	6	4,18,21-22,30,34	18	2-6,11-12,14-19,21-22,30,34,38
MYORG	ENST00000297625	1	0		0		0	
MYOT	ENST00000239926	9	0		0		0	
MYOZ2	ENST00000307128	5	0		0		0	
MYPN	ENST00000358913	19	0		0		1	2
MYRF	ENST00000278836	27	0		3	3,5,22	3	3,5,22
MYSM1	ENST00000472487	20	0		3	8,16,20	4	8,16-17,20
MYT1	ENST00000328439	21	1	10	4	5,7,10,13	14	5-8,10-11,13-14,17-19,21-23
MYT1L	ENST00000647738	20	0		1	9	1	9
MYZAP	ENST00000267853	13	0		1	1	2	1,12
NAA10	ENST00000464845	8	0		1	1	1	1
NAA15	ENST00000296543	20	0		1	4	9	3-5,11,13-15,18-19
NAA20	ENST00000334982	6	0		1	5	1	5
NAA30	ENST00000556492	4	1	2	1	2	2	2,5
NAA60	ENST00000407558	5	0		0		0	
NAA80	ENST00000443094	1	0		0		0	
NACC1	ENST00000292431	5	0		0		1	5
NADK2	ENST00000381937	12	1	1	1	1	4	1-2,7,12
NADSYN1	ENST00000319023	21	0		0		1	21
NAE1	ENST00000290810	20	1	5	2	5,9	3	5,7,9
NAF1	ENST00000274054	8	0		1	8	3	2,5,8
NAGA	ENST00000396398	9	0		0		0	
NAGLU	ENST00000225927	6	1	1	1	1	1	1
NAGS	ENST00000293404	7	0		1	1	1	1
NALCN	ENST00000251127	43	0		0		11	3,6,8,12-13,17,21,25,37-38,44
NANOS1	ENST00000425699	1	1	1	1	1	1	1
NANOS3	ENST00000339133	2	0		0		0	
NANS	ENST00000210444	6	0		1	5	1	5
NAPB	ENST00000377026	11	1	3	1	3	1	3
NARS1	ENST00000256854	14	0		0		2	8,13
NARS2	ENST00000281038	14	0		0		1	4
NAT2	ENST00000286479	1	0		0		1	2
NAV2	ENST00000349880	38	0		1	28	11	1,5,10,13-15,19,28,31-32,35
NAV3	ENST00000397909	40	1	13	5	13,16,33,35,38	16	1,5,7,9,11,13-16,19,32-35,37-38
NAXD	ENST00000680254	10	0		0		1	1
NAXE	ENST00000368235	6	0		0		0	
NBAS	ENST00000281513	52	0		0		0	
NBEA	ENST00000379939	59	1	1	6	1,8-9,21,31,48	25	1,4-5,7-10,13,21-24,26-27,29,31-32,34,37-38,45,48-49,55,57
NBEAL2	ENST00000450053	54	1	1	2	1,27	4	1,27,31,33
NBN	ENST00000265433	16	0		0		1	4
NCAPD2	ENST00000315579	31	1	32	1	32	2	14,32
NCAPD3	ENST00000534548	35	1	12	1	12	6	2-4,12,17,22
NCAPG2	ENST00000356309	27	1	7	1	7	6	4,6-7,10,12,16
NCAPH	ENST00000240423	18	0		0		3	7,9,13
NCBP1	ENST00000375147	23	2	3,9	2	3,9	3	3,9,22
NCDN	ENST00000373243	7	0		0		0	
NCF1	ENST00000289473	11	0		0		0	
NCF2	ENST00000367535	15	0		0		0	
NCF4	ENST00000248899	10	2	6,9	3	6-7,9	3	6-7,9
NCKAP1	ENST00000361354	31	1	11	3	7,11,21	14	2,5,7,9-11,13-14,17-18,20-21,28,31
NCKAP1L	ENST00000293373	31	1	22	1	22	3	9,19,22
NCOA3	ENST00000371998	21	1	7	2	7,15	13	6-7,9,11-15,17-18,20-22
NCOR1	ENST00000268712	45	1	27	3	27,31,41	16	2,10,12,20,23,27-28,30-32,35,37-39,41,45
NCR3	ENST00000340027	4	4	1-4	4	1-4	4	1-4
NCSTN	ENST00000294785	17	0		0		0	
NDC1	ENST00000371429	18	0		0		5	2-4,8,17
NDE1	ENST00000396354	8	0		0		0	
NDN	ENST00000649030	1	0		1	1	1	1
NDNF	ENST00000379692	3	0		1	4	2	2,4
NDP	ENST00000642620	2	0		0		0	
NDRG1	ENST00000323851	15	0		0		0	
NDRG4	ENST00000570248	15	0		0		2	10,15
NDST1	ENST00000261797	14	0		0		1	8
NDUFA1	ENST00000371437	3	0		0		0	
NDUFA10	ENST00000252711	10	0		0		1	1
NDUFA11	ENST00000308961	4	0		0		0	
NDUFA12	ENST00000327772	4	0		0		0	
NDUFA13	ENST00000507754	5	0		0		0	
NDUFA2	ENST00000252102	3	0		0		0	
NDUFA3	ENST00000485876	4	3	2-4	3	2-4	3	2-4
NDUFA6	ENST00000498737	3	0		0		3	1-3
NDUFA7	ENST00000301457	4	0		0		0	
NDUFA8	ENST00000373768	4	0		0		0	
NDUFA9	ENST00000266544	11	0		0		2	2,8
NDUFAF1	ENST00000260361	4	0		0		0	
NDUFAF2	ENST00000296597	4	0		0		0	
NDUFAF3	ENST00000326925	5	0		0		0	
NDUFAF4	ENST00000316149	3	0		0		0	
NDUFAF5	ENST00000378106	11	0		0		0	
NDUFAF6	ENST00000396124	9	1	1	1	1	1	1
NDUFAF7	ENST00000002125	10	0		0		0	
NDUFAF8	ENST00000431388	3	1	1	1	1	1	1
NDUFB10	ENST00000268668	4	0		0		0	
NDUFB11	ENST00000377811	3	0		1	1	1	1
NDUFB3	ENST00000237889	2	0		0		0	
NDUFB7	ENST00000215565	3	0		0		0	
NDUFB8	ENST00000299166	5	0		0		1	4
NDUFB9	ENST00000276689	4	0		0		0	
NDUFC2	ENST00000281031	3	0		0		0	
NDUFS1	ENST00000233190	18	0		0		0	
NDUFS2	ENST00000676972	14	0		0		0	
NDUFS3	ENST00000263774	7	0		0		0	
NDUFS4	ENST00000296684	5	0		0		0	
NDUFS6	ENST00000274137	4	0		0		0	
NDUFS7	ENST00000233627	8	0		0		0	
NDUFS8	ENST00000313468	6	0		0		0	
NDUFV1	ENST00000322776	10	0		0		0	
NDUFV2	ENST00000318388	8	0		0		0	
NEB	ENST00000397345	180	0		0		0	
NEB	ENST00000427231	180	1	84	21	28,33,37,41,45-46,49,53,57,61,65,69,73,77,81,84,87,109,114,117,120	64	25,28,30,33-34,37-38,41-46,49-53,55,57-58,60-63,65-67,69-71,73,77,81,84,87,94,102,106,109,114-115,117-118,120-121,124,126,139-140,145,156,162,168,170-172,175-179,181-182
NEBL	ENST00000377122	28	0		0		1	20
NECAP1	ENST00000339754	8	0		0		1	6
NECTIN1	ENST00000264025	6	0		0		0	
NECTIN4	ENST00000368012	9	0		0		0	
NEDD4L	ENST00000400345	31	1	8	6	1,4,7-8,13,21	13	1,3-4,6-9,11-13,16,18,21
NEFH	ENST00000310624	4	0		1	1	1	1
NEFL	ENST00000610854	4	0		0		1	3
NEK1	ENST00000507142	34	1	34	3	27-28,34	11	4-5,10,26-29,31,33-35
NEK10	ENST00000691995	35	2	17,23	2	17,23	6	6,8,17-18,21,23
NEK2	ENST00000366999	8	0		0		1	2
NEK8	ENST00000268766	15	0		0		1	13
NEK9	ENST00000238616	22	0		3	2,17,21	7	1-2,6,10,12,17,21
NEMF	ENST00000298310	33	0		3	16-17,31	5	14,16-17,23,31
NEU1	ENST00000375631	6	2	1,3	6	1-6	6	1-6
NEUROD1	ENST00000295108	1	0		0		0	
NEUROD2	ENST00000302584	1	0		1	2	1	2
NEUROG1	ENST00000314744	1	0		0		1	1
NEUROG3	ENST00000242462	1	0		1	2	1	2
NEXMIF	ENST00000055682	3	0		0		2	2-3
NEXN	ENST00000334785	12	0		0		0	
NF1	ENST00000356175	57	0		0		0	
NF1	ENST00000358273	58	0		0		0	
NF2	ENST00000338641	16	0		0		0	
NFASC	ENST00000339876	28	0		1	27	1	27
NFASC	ENST00000539706	27	0		0		1	17
NFAT5	ENST00000349945	14	0		1	6	7	4-8,10,12
NFATC1	ENST00000427363	10	0		1	2	1	2
NFATC2	ENST00000371564	10	0		1	1	2	1,9
NFE2	ENST00000435572	2	0		0		1	3
NFE2L1	ENST00000362042	5	0		0		1	6
NFE2L2	ENST00000397062	5	0		0		3	2,4-5
NFIA	ENST00000403491	11	0		0		2	2,8
NFIB	ENST00000380953	11	1	11	1	11	4	2,8-9,11
NFIX	ENST00000592199	11	2	1,6	2	1,6	2	1,6
NFKB1	ENST00000226574	23	0		0		4	7,13-14,22
NFKB2	ENST00000661543	22	0		0		1	13
NFKBIA	ENST00000216797	6	0		0		1	1
NFKBIL1	ENST00000376148	4	4	1-4	4	1-4	4	1-4
NFKBIZ	ENST00000326172	12	0		1	1	1	1
NFS1	ENST00000374092	13	0		1	1	1	1
NFU1	ENST00000410022	8	0		0		0	
NGF	ENST00000369512	1	0		0		0	
NGLY1	ENST00000280700	12	0		1	10	8	3-4,6-7,9-12
NHEJ1	ENST00000356853	7	0		0		0	
NHERF1	ENST00000262613	6	0		0		0	
NHLH2	ENST00000320238	1	0		0		0	
NHLRC1	ENST00000340650	1	0		0		0	
NHLRC2	ENST00000369301	11	0		2	3-4	4	2-5
NHP2	ENST00000274606	4	0		0		0	
NHS	ENST00000676302	9	0		1	1	2	1,4
NID1	ENST00000264187	20	0		1	4	1	4
NIN	ENST00000530997	29	0		0		1	9
NIPA1	ENST00000337435	5	1	1	1	1	1	1
NIPAL4	ENST00000311946	6	1	6	1	6	2	2,6
NIPBL	ENST00000282516	46	0		0		0	
NIT1	ENST00000368009	7	0		0		0	
NKAP	ENST00000371410	9	0		2	1,6	5	1-2,6,8-9
NKX2-1	ENST00000354822	3	0		1	3	1	3
NKX2-2	ENST00000377142	2	0		0		2	1-2
NKX2-3	ENST00000344586	2	1	2	1	2	2	1-2
NKX2-5	ENST00000329198	2	0		0		1	1
NKX2-6	ENST00000325017	2	0		0		2	1-2
NKX3-2	ENST00000382438	2	0		0		2	1-2
NKX6-2	ENST00000368592	3	1	1	1	1	1	1
NLGN1	ENST00000695368	6	0		0		5	2,4-7
NLGN3	ENST00000358741	7	0		0		0	
NLGN4X	ENST00000381095	5	0		0		0	
NLGN4Y	ENST00000684976	6	6	2-7	6	2-7	6	2-7
NLRC4	ENST00000402280	8	0		1	9	1	9
NLRP1	ENST00000572272	17	2	2,11	2	2,11	4	2,4,11,13
NLRP12	ENST00000324134	10	0		0		0	
NLRP2	ENST00000448584	12	10	2-3,5-11,13	12	2-13	12	2-13
NLRP3	ENST00000336119	9	0		0		0	
NLRP5	ENST00000850973	14	0		0		3	2,10,14
NLRP7	ENST00000592784	10	10	2-11	10	2-11	10	2-11
NME3	ENST00000219302	5	0		1	1	1	1
NME5	ENST00000265191	5	0		0		0	
NME7	ENST00000367811	12	0		0		3	3-4,7
NME8	ENST00000199447	15	0		0		0	
NMNAT1	ENST00000377205	4	0		0		2	3,5
NMNAT2	ENST00000287713	11	0		0		1	7
NNMT	ENST00000299964	3	1	3	1	3	1	3
NNT	ENST00000344920	21	1	20	3	7,9,20	11	2,4,7,9,11,13-14,16-18,20
NOBOX	ENST00000645489	8	1	2	2	2,6	3	2,6,8
NOD2	ENST00000647318	11	0		0		0	
NODAL	ENST00000287139	3	0		0		0	
NOG	ENST00000332822	1	0		0		0	
NOL3	ENST00000564992	3	0		1	3	1	3
NONO	ENST00000276079	10	0		2	4-5	4	4-7
NOP10	ENST00000328848	2	0		0		0	
NOP56	ENST00000329276	12	0		0		1	1
NOS1	ENST00000317775	28	0		1	12	5	5,12,18,26,29
NOS1AP	ENST00000361897	10	0		0		0	
NOS2	ENST00000313735	26	0		0		5	12,17,20,25-26
NOS3	ENST00000297494	26	0		2	3,9	4	3,8-9,20
NOTCH1	ENST00000651671	34	1	1	1	1	3	1,4,28
NOTCH2	ENST00000256646	34	0		0		0	
NOTCH2NLA	ENST00000362074	4	0		0		0	
NOTCH2NLC	ENST00000650865	5	0		1	1	1	1
NOTCH3	ENST00000263388	33	2	1,24	2	1,24	3	1,24-25
NOVA2	ENST00000263257	4	1	4	2	1,4	2	1,4
NOX1	ENST00000372966	13	0		0		6	6-11
NPAS2	ENST00000335681	20	0		1	20	1	20
NPAS4	ENST00000311034	8	0		0		0	
NPAT	ENST00000278612	18	0		0		0	
NPC1	ENST00000269228	25	0		0		0	
NPC1L1	ENST00000381160	19	0		0		0	
NPC2	ENST00000555619	5	0		0		0	
NPHP1	ENST00000445609	20	0		0		0	
NPHP3	ENST00000337331	27	0		0		1	1
NPHP4	ENST00000378156	29	0		1	10	7	4,6,8,10,15,17,27
NPHS1	ENST00000378910	29	0		0		0	
NPHS2	ENST00000367615	8	0		0		1	1
NPM1	ENST00000296930	11	0		1	3	1	3
NPNT	ENST00000379987	12	0		1	7	2	7-8
NPPA	ENST00000376480	3	0		0		0	
NPPC	ENST00000409852	2	0		0		1	2
NPR1	ENST00000368680	22	0		0		1	1
NPR2	ENST00000342694	22	0		0		0	
NPR3	ENST00000265074	8	0		1	1	3	1,3,6
NPRL2	ENST00000232501	11	0		0		0	
NPRL3	ENST00000611875	13	0		1	8	1	8
NPSR1	ENST00000360581	9	0		0		0	
NPTX1	ENST00000306773	5	1	1	1	1	1	1
NQO1	ENST00000320623	6	0		2	2,6	3	1-2,6
NQO2	ENST00000380455	6	0		0		0	
NR0B1	ENST00000378970	2	0		0		0	
NR0B2	ENST00000254227	2	0		0		0	
NR1H4	ENST00000392986	9	0		0		0	
NR1I2	ENST00000393716	8	0		0		0	
NR1I3	ENST00000367983	8	0		0		0	
NR2E1	ENST00000368986	9	0		0		0	
NR2E3	ENST00000617575	8	0		0		1	5
NR2F1	ENST00000327111	3	1	1	1	1	2	1-2
NR2F2	ENST00000394166	3	1	1	2	1,3	2	1,3
NR3C1	ENST00000394464	8	0		1	2	1	2
NR3C2	ENST00000358102	8	0		0		0	
NR4A2	ENST00000339562	6	0		0		0	
NR4A3	ENST00000395097	6	1	3	1	3	2	3,7
NR5A1	ENST00000373588	6	0		0		0	
NR6A1	ENST00000487099	10	1	1	1	1	1	1
NRAP	ENST00000359988	42	2	10,18	2	10,18	3	10,18,40
NRAS	ENST00000369535	4	0		0		0	
NRCAM	ENST00000379028	30	0		2	16-17	9	7,9,13-14,16-17,27,29,33
NRG1	ENST00000405005	12	0		0		3	2,10,12
NRG2	ENST00000361474	10	1	10	2	1,10	2	1,10
NRIP1	ENST00000318948	1	0		0		1	4
NRL	ENST00000561028	2	0		1	3	1	3
NRP1	ENST00000374867	17	1	13	2	13,17	9	2-4,6-7,9,11,13,17
NRROS	ENST00000328557	2	0		0		0	
NRXN1	ENST00000401669	22	2	10,14	6	2,8,10,14-16	9	2,5-6,8-10,14-16
NRXN2	ENST00000265459	22	1	2	1	2	2	2,23
NRXN3	ENST00000335750	20	2	8,17	2	8,17	10	2,5,7-8,12-15,17,19
NSD1	ENST00000439151	22	0		0		0	
NSD2	ENST00000508803	21	1	6	1	6	7	2,4-7,15,22
NSDHL	ENST00000370274	7	0		0		0	
NSF	ENST00000398238	21	5	1,10,12,14,18	13	1,3,5,8,10,12,14-20	21	1-21
NSMCE2	ENST00000287437	6	1	3	1	3	2	3-4
NSMCE3	ENST00000332303	1	0		1	1	1	1
NSMF	ENST00000371475	16	1	1	1	1	1	1
NSRP1	ENST00000247026	7	0		0		2	4,7
NSUN2	ENST00000264670	19	0		3	12,14,19	6	7,12-14,17,19
NSUN3	ENST00000314622	6	0		1	3	3	3-4,6
NSUN6	ENST00000377304	11	0		0		5	2,4,8-10
NT5C2	ENST00000404739	17	1	16	1	16	3	5,15-16
NT5C3A	ENST00000610140	9	0		0		0	
NT5E	ENST00000257770	9	0		0		0	
NTF4	ENST00000593537	1	0		0		0	
NTHL1	ENST00000651570	6	0		0		0	
NTN1	ENST00000173229	6	1	2	1	2	1	2
NTNG1	ENST00000370068	7	0		0		4	2-4,8
NTNG2	ENST00000393229	7	1	8	1	8	1	8
NTRK1	ENST00000524377	17	0		1	1	1	1
NTRK2	ENST00000277120	18	0		1	9	1	9
NUAK2	ENST00000367157	7	1	7	1	7	1	7
NUBPL	ENST00000281081	11	0		0		0	
NUDCD2	ENST00000302764	4	0		0		1	1
NUDCD3	ENST00000355451	6	1	3	1	3	2	2-3
NUDT15	ENST00000258662	3	0		0		2	2-3
NUDT2	ENST00000379158	2	0		1	5	1	5
NUF2	ENST00000271452	13	0		1	14	3	10,12,14
NUMA1	ENST00000393695	25	0		0		1	15
NUP107	ENST00000229179	28	0		1	27	8	5,7,12,21,24-25,27-28
NUP133	ENST00000261396	26	1	22	1	22	10	1,6-7,9-10,13,18-20,22
NUP155	ENST00000231498	35	0		0		1	28
NUP160	ENST00000378460	36	2	7,33	3	3,7,33	9	3,7,13,15,18,20,28-29,33
NUP188	ENST00000372577	44	1	2	2	2,6	5	2,6,16-17,28
NUP205	ENST00000285968	43	1	42	1	42	15	2-3,5,7,9,13,18-19,21,23,29,36-37,39,42
NUP210L	ENST00000368559	40	0		1	17	16	5-7,9,12,16-17,21,25,28,30-31,34-37
NUP214	ENST00000359428	36	0		1	7	6	2,7,11-12,17,31
NUP37	ENST00000552283	9	0		1	3	4	2-3,8,10
NUP50	ENST00000347635	7	0		0		2	4-5
NUP54	ENST00000264883	12	0		1	3	2	3,6
NUP62	ENST00000352066	1	0		0		0	
NUP85	ENST00000245544	19	0		0		2	3,8
NUP88	ENST00000573584	17	1	15	2	1,15	7	1,5-6,8,11,15,17
NUP93	ENST00000308159	21	0		0		2	2,9
NUS1	ENST00000368494	5	1	4	1	4	1	4
NXN	ENST00000336868	8	1	1	1	1	2	1-2
NXNL1	ENST00000301944	2	0		0		0	
NYNRIN	ENST00000382554	8	0		0		2	3-4
NYX	ENST00000378220	2	0		1	3	1	3
OAS1	ENST00000202917	6	0		1	2	3	2-3,6
OAS2	ENST00000392583	10	0		0		4	2-3,8,10
OAT	ENST00000368845	9	0		0		0	
OBSCN	ENST00000680850	115	5	2,9,62,65,105	16	2,9-11,13,26,32,37,40,42,46,62,65,67,90,105	45	2-3,5-16,18,20,22,26,31-33,35-37,39-40,42,46,48,50-54,56,61-62,65,67,70,73,90,105,112,114
OBSL1	ENST00000404537	21	1	1	3	1,5,15	13	1,4-9,12-15,17,20
OCA2	ENST00000354638	23	1	12	1	12	2	3,12
OCEL1	ENST00000215061	6	0		0		0	
OCLN	ENST00000396442	8	0		0		0	
OCRL	ENST00000371113	24	0		0		0	
ODAD1	ENST00000674294	14	2	12,15	2	12,15	3	12,15-16
ODAD2	ENST00000305242	19	0		1	19	8	3-4,8,11,15,18-20
ODAD3	ENST00000356392	13	0		0		0	
ODAD4	ENST00000377540	12	1	9	1	9	2	9,12
ODAPH	ENST00000311623	2	0		0		0	
ODC1	ENST00000234111	10	0		0		1	5
ODF4	ENST00000328248	3	0		1	1	1	1
OFD1	ENST00000340096	23	0		1	16	3	13,16,20
OGDH	ENST00000222673	22	0		1	2	2	2,9
OGDHL	ENST00000374103	22	1	11	1	11	1	11
OGG1	ENST00000344629	7	0		0		0	
OGT	ENST00000373719	22	0		6	2,12,15-16,20,22	16	2-3,7-10,12-13,15-22
OLR1	ENST00000309539	6	0		0		2	3,6
ONECUT1	ENST00000305901	2	0		1	1	2	1-2
OOEP	ENST00000370359	3	0		0		1	2
OPA1	ENST00000361510	30	0		0		0	
OPA3	ENST00000263275	2	0		0		0	
OPCML	ENST00000524381	8	0		0		0	
OPHN1	ENST00000355520	23	0		1	22	3	7,19,22
OPLAH	ENST00000618853	26	2	16-17	4	15-17,19	6	15-19,27
OPN1LW	ENST00000369951	6	0		0		0	
OPN1MW	ENST00000595290	6	0		0		0	
OPN1SW	ENST00000249389	5	0		0		0	
OPTN	ENST00000378747	13	0		0		0	
OR2J3	ENST00000641151	1	1	4	1	4	1	4
ORC1	ENST00000371568	16	0		0		0	
ORC4	ENST00000392857	13	0		0		0	
ORC6	ENST00000219097	7	0		0		0	
OSBPL2	ENST00000313733	13	0		0		0	
OSBPL9	ENST00000428468	24	1	3	1	3	4	3,12,18,20
OSGEP	ENST00000206542	11	0		0		1	3
OSMR	ENST00000274276	17	0		0		0	
OSTC	ENST00000361564	4	0		0		1	3
OSTM1	ENST00000193322	6	0		0		0	
OTC	ENST00000039007	10	0		0		0	
OTOA	ENST00000646100	28	0		0		0	
OTOF	ENST00000272371	46	0		0		0	
OTOF	ENST00000339598	28	0		0		1	22
OTOG	ENST00000399397	56	1	2	2	2-3	5	2-3,6,36,44
OTOGL	ENST00000547103	58	1	19	8	19,28,33,39,46-47,54,56	34	2,7,11,16,18-19,21-22,24-29,32-34,39-40,43-49,51-56,58-59
OTUD5	ENST00000376488	9	1	1	1	1	2	1,5
OTUD6B	ENST00000404789	7	1	4	1	4	2	4,6
OTUD7A	ENST00000307050	11	1	13	3	4,7,13	9	3-10,13
