gene	transcript	exon	coord	exon_len	median_cov	is_dead_10x	is_dead_20x	is_dead_30x	gene_cds_len	gene_dead_10x_pct	gene_dead_20x_pct	gene_dead_30x_pct
MSH5	ENST00000375750	22	chr6:31761461-31761625	164	9.96	1	1	1	2985	73.5	100.0	100.0
MSH5	ENST00000375750	23	chr6:31761807-31761965	158	17.23	0	1	1	2985	73.5	100.0	100.0
MSH5	ENST00000375750	24	chr6:31762101-31762195	94	15.21	0	1	1	2985	73.5	100.0	100.0
MSH5	ENST00000375750	25	chr6:31762409-31762541	132	10.79	1	1	1	2985	73.5	100.0	100.0
MSH6	ENST00000234420	1	chr2:47783223-47783503	280	49.46	0	1	1	4283	0.0	66.4	66.4
MSH6	ENST00000234420	4	chr2:47798600-47801165	2565	73.89	0	1	1	4283	0.0	66.4	66.4
MSI1	ENST00000257552	1	chr12:120369022-120369101	79	0.00	1	1	1	1369	21.0	25.4	35.5
MSI1	ENST00000257552	2	chr12:120368822-120368883	61	15.94	0	1	1	1369	21.0	25.4	35.5
MSI1	ENST00000257552	9	chr12:120356891-120357029	138	33.66	0	0	1	1369	21.0	25.4	35.5
MSI1	ENST00000257552	13	chr12:120346124-120346332	208	5.60	1	1	1	1369	21.0	25.4	35.5
MSL3	ENST00000312196	1	chrX:11758253-11758375	122	35.69	0	0	1	1826	0.0	0.0	58.0
MSL3	ENST00000312196	2	chrX:11759782-11759885	103	36.36	0	0	1	1826	0.0	0.0	58.0
MSL3	ENST00000312196	4	chrX:11760826-11760947	121	37.17	0	0	1	1826	0.0	0.0	58.0
MSL3	ENST00000312196	5	chrX:11761489-11761592	103	34.08	0	0	1	1826	0.0	0.0	58.0
MSL3	ENST00000312196	7	chrX:11762826-11763007	181	42.80	0	0	1	1826	0.0	0.0	58.0
MSL3	ENST00000312196	8	chrX:11763769-11763948	179	31.63	0	0	1	1826	0.0	0.0	58.0
MSL3	ENST00000312196	10	chrX:11768562-11768692	130	46.65	0	0	1	1826	0.0	0.0	58.0
MSL3	ENST00000312196	11	chrX:11772145-11772265	120	29.62	0	0	1	1826	0.0	0.0	58.0
MSN	ENST00000360270	4	chrX:65729427-65729722	295	46.90	0	0	1	1994	0.0	0.0	47.4
MSN	ENST00000360270	6	chrX:65731827-65731994	167	38.28	0	0	1	1994	0.0	0.0	47.4
MSN	ENST00000360270	7	chrX:65733173-65733290	117	33.45	0	0	1	1994	0.0	0.0	47.4
MSN	ENST00000360270	10	chrX:65737167-65737348	181	34.27	0	0	1	1994	0.0	0.0	47.4
MSN	ENST00000360270	13	chrX:65739718-65739903	185	34.89	0	0	1	1994	0.0	0.0	47.4
MST1	ENST00000449682	18	chr3:49684017-49684199	182	39.53	0	0	1	2538	0.0	0.0	7.2
MST1R	ENST00000296474	1	chr3:49902369-49903619	1250	71.08	0	0	1	4603	0.0	4.0	45.7
MST1R	ENST00000296474	8	chr3:49896718-49896900	182	23.62	0	1	1	4603	0.0	4.0	45.7
MST1R	ENST00000296474	10	chr3:49896184-49896414	230	47.93	0	0	1	4603	0.0	4.0	45.7
MST1R	ENST00000296474	11	chr3:49895950-49896117	167	27.81	0	0	1	4603	0.0	4.0	45.7
MST1R	ENST00000296474	20	chr3:49887296-49887572	276	64.23	0	0	1	4603	0.0	4.0	45.7
MSTO1	ENST00000245564	7	chr1:155611972-155612110	138	54.88	0	0	1	1993	0.0	0.0	17.2
MSTO1	ENST00000245564	11	chr1:155613038-155613243	205	48.55	0	0	1	1993	0.0	0.0	17.2
MSX1	ENST00000382723	1	chr4:4859889-4860378	489	37.13	0	1	1	952	0.0	51.4	100.0
MSX1	ENST00000382723	2	chr4:4862690-4863153	463	62.98	0	0	1	952	0.0	51.4	100.0
MT-ATP6	chrM	1	chrM:8526-9207	681	28.54	0	0	1	681	0.0	0.0	100.0
MT-ATP8	chrM	1	chrM:8365-8572	207	28.73	0	0	1	207	0.0	0.0	100.0
MT-CO1	chrM	1	chrM:5903-7445	1542	31.46	0	1	1	1542	0.0	100.0	100.0
MT-CO2	chrM	1	chrM:7585-8269	684	30.26	0	0	1	684	0.0	0.0	100.0
MT-CO3	chrM	1	chrM:9206-9990	784	35.69	0	0	1	784	0.0	0.0	100.0
MT-CYB	chrM	1	chrM:14746-15887	1141	27.07	0	1	1	1141	0.0	100.0	100.0
MT-ND1	chrM	1	chrM:3306-4262	956	40.86	0	0	1	956	0.0	0.0	100.0
MT-ND2	chrM	1	chrM:4469-5511	1042	24.88	0	1	1	1042	0.0	100.0	100.0
MT-ND3	chrM	1	chrM:10058-10404	346	50.90	0	0	1	346	0.0	0.0	100.0
MT-ND4	chrM	1	chrM:10759-12137	1378	43.76	0	0	1	1378	0.0	0.0	100.0
MT-ND4L	chrM	1	chrM:10469-10766	297	28.95	0	1	1	297	0.0	100.0	100.0
MT-ND5	chrM	1	chrM:12336-14148	1812	37.54	0	0	1	1812	0.0	0.0	100.0
MT1A	ENST00000290705	3	chr16:56639848-56639960	112	28.64	0	0	1	246	0.0	0.0	45.5
MTAP	ENST00000644715	6	chr9:21854620-21854880	260	32.24	0	1	1	1012	0.0	25.7	25.7
MTCH1	ENST00000373627	1	chr6:36985842-36986183	341	56.08	0	1	1	1410	7.0	31.1	31.1
MTCH1	ENST00000373627	4	chr6:36978067-36978165	98	1.84	1	1	1	1410	7.0	31.1	31.1
MTCL1	ENST00000695636	1	chr18:8705650-8706723	1073	8.44	1	1	1	6336	16.9	16.9	25.9
MTCL1	ENST00000695636	8	chr18:8796221-8796472	251	61.70	0	0	1	6336	16.9	16.9	25.9
MTCL1	ENST00000695636	12	chr18:8818952-8819269	317	70.16	0	0	1	6336	16.9	16.9	25.9
MTERF1	ENST00000351870	3	chr7:91873583-91874774	1191	56.89	0	0	1	1240	0.0	0.0	96.0
MTF1	ENST00000373036	2	chr1:37857240-37857668	428	56.27	0	0	1	2462	18.3	18.3	66.9
MTF1	ENST00000373036	4	chr1:37838614-37838766	152	46.54	0	0	1	2462	18.3	18.3	66.9
MTF1	ENST00000373036	9	chr1:37822110-37822726	616	54.58	0	0	1	2462	18.3	18.3	66.9
MTF1	ENST00000373036	11	chr1:37815125-37815576	451	47.47	1	1	1	2462	18.3	18.3	66.9
MTFMT	ENST00000220058	1	chr15:65029394-65029623	229	36.21	1	1	1	1350	17.0	49.9	69.6
MTFMT	ENST00000220058	2	chr15:65026820-65027050	230	46.05	0	1	1	1350	17.0	49.9	69.6
MTFMT	ENST00000220058	3	chr15:65023661-65023804	143	40.91	0	0	1	1350	17.0	49.9	69.6
MTFMT	ENST00000220058	4	chr15:65021503-65021626	123	36.38	0	0	1	1350	17.0	49.9	69.6
MTFMT	ENST00000220058	9	chr15:65003051-65003266	215	38.15	0	1	1	1350	17.0	49.9	69.6
MTHFD1L	ENST00000367321	1	chr6:150865812-150866059	247	8.98	1	1	1	3477	7.1	7.1	24.2
MTHFD1L	ENST00000367321	5	chr6:150882751-150882896	145	47.95	0	0	1	3477	7.1	7.1	24.2
MTHFD1L	ENST00000367321	16	chr6:150949020-150949143	123	29.06	0	0	1	3477	7.1	7.1	24.2
MTHFD1L	ENST00000367321	24	chr6:151015505-151015703	198	41.88	0	0	1	3477	7.1	7.1	24.2
MTHFD1L	ENST00000367321	25	chr6:151034482-151034610	128	40.20	0	0	1	3477	7.1	7.1	24.2
MTM1	ENST00000370396	4	chrX:150598581-150598696	115	35.55	0	0	1	2092	0.0	0.0	15.3
MTM1	ENST00000370396	10	chrX:150649705-150649911	206	34.09	0	0	1	2092	0.0	0.0	15.3
MTMR9	ENST00000221086	3	chr8:11300012-11300158	146	49.49	0	0	1	1850	0.0	0.0	28.2
MTMR9	ENST00000221086	4	chr8:11304830-11305024	194	49.09	0	0	1	1850	0.0	0.0	28.2
MTMR9	ENST00000221086	6	chr8:11309516-11309698	182	44.97	0	0	1	1850	0.0	0.0	28.2
MTNR1B	ENST00000257068	1	chr11:92969715-92969958	243	47.72	0	1	1	1129	0.0	21.5	21.5
MTO1	ENST00000498286	4	chr6:73473354-73473664	310	69.16	0	0	1	2319	0.0	0.0	37.3
MTO1	ENST00000498286	9	chr6:73482438-73482630	192	42.44	0	0	1	2319	0.0	0.0	37.3
MTO1	ENST00000498286	11	chr6:73497725-73497906	181	46.12	0	0	1	2319	0.0	0.0	37.3
MTO1	ENST00000498286	12	chr6:73500563-73500745	182	47.33	0	0	1	2319	0.0	0.0	37.3
MTOR	ENST00000361445	11	chr1:11240292-11240557	265	38.13	0	1	1	8790	5.3	8.3	12.1
MTOR	ENST00000361445	14	chr1:11234132-11234275	143	52.41	0	0	1	8790	5.3	8.3	12.1
MTOR	ENST00000361445	21	chr1:11213388-11213576	188	46.02	0	0	1	8790	5.3	8.3	12.1
MTOR	ENST00000361445	27	chr1:11199530-11199713	183	3.84	1	1	1	8790	5.3	8.3	12.1
MTOR	ENST00000361445	32	chr1:11146665-11146801	136	3.06	1	1	1	8790	5.3	8.3	12.1
MTOR	ENST00000361445	35	chr1:11139522-11139668	146	16.05	1	1	1	8790	5.3	8.3	12.1
MTSS1	ENST00000518547	7	chr8:124568368-124568546	178	59.73	0	0	1	2548	0.0	0.0	47.5
MTSS1	ENST00000518547	8	chr8:124567060-124567188	128	31.25	0	0	1	2548	0.0	0.0	47.5
MTSS1	ENST00000518547	13	chr8:124555731-124555914	183	50.23	0	0	1	2548	0.0	0.0	47.5
MTSS1	ENST00000518547	14	chr8:124552981-124553702	721	56.51	0	0	1	2548	0.0	0.0	47.5
MTSS2	ENST00000338779	1	chr16:70685712-70685801	89	23.91	0	1	1	2544	0.0	3.5	34.7
MTSS2	ENST00000338779	15	chr16:70663666-70664459	793	50.81	0	0	1	2544	0.0	3.5	34.7
MTX2	ENST00000249442	5	chr2:176326814-176326911	97	38.59	0	0	1	992	0.0	0.0	53.6
MTX2	ENST00000249442	8	chr2:176329290-176329436	146	39.55	0	0	1	992	0.0	0.0	53.6
MTX2	ENST00000249442	9	chr2:176330573-176330670	97	34.30	0	0	1	992	0.0	0.0	53.6
MTX2	ENST00000249442	10	chr2:176337482-176337674	192	41.38	0	0	1	992	0.0	0.0	53.6
MUC1	NM_001371720.2	1	chr1:155186124-155186219	95	44.55	0	0	1	3933	81.7	81.7	84.2
MUC1	NM_001371720.2	6	chr1:155188152-155188944	792	49.31	1	1	1	3933	81.7	81.7	84.2
MUC1	NM_001371720.2	7	chr1:155189229-155190212	983	2.83	1	1	1	3933	81.7	81.7	84.2
MUC1	NM_001371720.2	8	chr1:155190369-155190497	128	0.00	1	1	1	3933	81.7	81.7	84.2
MUC1	NM_001371720.2	9	chr1:155190478-155190661	183	0.77	1	1	1	3933	81.7	81.7	84.2
MUC1	NM_001371720.2	10	chr1:155190970-155191316	346	0.81	1	1	1	3933	81.7	81.7	84.2
MUC1	NM_001371720.2	11	chr1:155191537-155192320	783	37.82	1	1	1	3933	81.7	81.7	84.2
MUC4	ENST00000463781	1	chr3:195811725-195811827	102	14.71	0	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	2	chr3:195778779-195791507	12728	6.19	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	3	chr3:195778292-195778465	173	6.79	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	4	chr3:195774161-195774315	154	3.23	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	5	chr3:195771641-195771826	185	7.08	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	6	chr3:195770205-195770381	176	1.05	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	7	chr3:195769011-195769162	151	3.02	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	8	chr3:195766652-195766761	109	11.05	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	9	chr3:195765259-195765459	200	9.36	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	10	chr3:195764986-195765132	146	3.26	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	11	chr3:195764034-195764174	140	7.89	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	12	chr3:195763422-195763651	229	9.69	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	13	chr3:195762844-195762955	111	8.48	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	14	chr3:195762076-195762264	188	2.28	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	15	chr3:195761473-195761595	122	9.71	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	16	chr3:195760873-195761127	254	9.29	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	17	chr3:195759113-195759271	158	9.88	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	18	chr3:195757136-195757338	202	7.37	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	19	chr3:195754202-195754382	180	8.06	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	20	chr3:195753040-195753240	200	13.38	0	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	21	chr3:195752362-195752456	94	8.37	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	22	chr3:195751196-195751281	85	6.90	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	23	chr3:195750878-195751122	244	6.76	1	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	24	chr3:195748891-195749074	183	21.23	0	1	1	16739	95.8	100.0	100.0
MUC4	ENST00000463781	25	chr3:195747165-195747390	225	17.43	0	1	1	16739	95.8	100.0	100.0
MUC5B	ENST00000529681	2	chr11:1225670-1225747	77	22.80	0	1	1	18269	0.0	0.4	3.6
MUC5B	ENST00000529681	21	chr11:1234518-1234690	172	43.62	0	0	1	18269	0.0	0.4	3.6
MUC5B	ENST00000529681	25	chr11:1236914-1237174	260	41.15	0	0	1	18269	0.0	0.4	3.6
MUC5B	ENST00000529681	27	chr11:1239427-1239576	149	45.76	0	0	1	18269	0.0	0.4	3.6
MUSK	ENST00000374448	3	chr9:110687106-110687278	172	45.88	0	0	1	2910	24.2	33.9	78.3
MUSK	ENST00000374448	4	chr9:110695392-110695540	148	49.06	0	0	1	2910	24.2	33.9	78.3
MUSK	ENST00000374448	5	chr9:110697314-110697476	162	40.65	0	0	1	2910	24.2	33.9	78.3
MUSK	ENST00000374448	7	chr9:110747630-110747810	180	47.37	0	0	1	2910	24.2	33.9	78.3
MUSK	ENST00000374448	9	chr9:110767809-110768093	284	65.05	0	1	1	2910	24.2	33.9	78.3
MUSK	ENST00000374448	10	chr9:110775777-110775973	196	54.71	0	0	1	2910	24.2	33.9	78.3
MUSK	ENST00000374448	12	chr9:110784804-110785026	222	45.60	0	0	1	2910	24.2	33.9	78.3
MUSK	ENST00000374448	13	chr9:110785516-110785728	212	49.55	0	0	1	2910	24.2	33.9	78.3
MUSK	ENST00000374448	15	chr9:110800295-110800998	703	55.03	1	1	1	2910	24.2	33.9	78.3
MVD	ENST00000301012	4	chr16:88657425-88657592	167	17.30	0	1	1	1403	0.0	11.9	21.6
MVD	ENST00000301012	8	chr16:88654681-88654817	136	41.20	0	0	1	1403	0.0	11.9	21.6
MXI1	ENST00000332674	1	chr10:110207798-110208092	294	44.60	1	1	1	1008	29.2	29.2	66.5
MXI1	ENST00000332674	5	chr10:110279903-110280095	192	43.82	0	0	1	1008	29.2	29.2	66.5
MXI1	ENST00000332674	6	chr10:110284813-110284997	184	44.24	0	0	1	1008	29.2	29.2	66.5
MYADML2	ENST00000409745	3	chr17:81940807-81941751	944	58.79	0	1	1	944	0.0	100.0	100.0
MYB	ENST00000341911	1	chr6:135181503-135181546	43	0.00	1	1	1	2606	16.3	26.1	32.4
MYB	ENST00000341911	6	chr6:135192313-135192568	255	44.35	0	1	1	2606	16.3	26.1	32.4
MYB	ENST00000341911	10	chr6:135196950-135197333	383	38.09	1	1	1	2606	16.3	26.1	32.4
MYB	ENST00000341911	11	chr6:135198897-135199060	163	42.61	0	0	1	2606	16.3	26.1	32.4
MYBBP1A	ENST00000254718	20	chr17:4542902-4543175	273	59.77	0	0	1	4507	0.0	0.0	6.1
MYBPC1	ENST00000361466	25	chr12:101673416-101673632	216	32.48	0	0	1	4136	0.0	0.0	5.2
MYBPC3	ENST00000545968	2	chr11:47351228-47351515	287	56.61	0	0	1	4505	2.8	2.8	22.8
MYBPC3	ENST00000545968	19	chr11:47341127-47341254	127	10.32	1	1	1	4505	2.8	2.8	22.8
MYBPC3	ENST00000545968	25	chr11:47337380-47337589	209	67.45	0	0	1	4505	2.8	2.8	22.8
MYBPC3	ENST00000545968	27	chr11:47335031-47335219	188	51.28	0	0	1	4505	2.8	2.8	22.8
MYBPC3	ENST00000545968	29	chr11:47333546-47333762	216	54.29	0	0	1	4505	2.8	2.8	22.8
MYBPHL	ENST00000357155	3	chr1:109297411-109297627	216	47.46	0	0	1	1225	0.0	0.0	30.7
MYBPHL	ENST00000357155	4	chr1:109297039-109297199	160	28.53	0	0	1	1225	0.0	0.0	30.7
MYC	ENST00000621592	3	chr8:127740385-127740968	583	69.38	0	0	1	1425	0.0	0.0	40.9
MYCBP2	ENST00000544440	1	chr13:77326463-77326785	322	47.94	0	1	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	4	chr13:77278747-77278921	174	5.84	1	1	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	5	chr13:77273461-77273678	217	36.05	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	6	chr13:77270285-77270548	263	53.73	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	7	chr13:77269981-77270073	92	34.95	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	10	chr13:77263640-77263799	159	49.48	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	13	chr13:77260417-77260602	185	45.25	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	14	chr13:77257660-77257839	179	37.24	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	16	chr13:77243795-77243961	166	47.66	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	23	chr13:77211156-77211330	174	36.35	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	24	chr13:77206642-77206835	193	44.27	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	29	chr13:77190241-77190345	104	19.58	0	1	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	31	chr13:77185860-77186073	213	41.92	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	32	chr13:77185092-77185387	295	48.95	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	33	chr13:77181690-77181932	242	51.22	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	34	chr13:77180116-77180328	212	45.66	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	36	chr13:77176486-77176638	152	32.72	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	37	chr13:77174300-77174499	199	50.44	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	38	chr13:77171481-77171644	163	48.56	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	45	chr13:77157926-77158119	193	54.06	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	46	chr13:77156047-77156212	165	44.36	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	47	chr13:77150723-77150959	236	61.57	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	49	chr13:77144434-77144570	136	31.64	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	52	chr13:77139185-77139346	161	40.47	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	54	chr13:77125325-77125478	153	0.72	1	1	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	57	chr13:77096301-77096491	190	45.05	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	58	chr13:77095347-77095612	265	56.98	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	59	chr13:77093154-77093342	188	31.23	0	1	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	60	chr13:77090095-77090273	178	38.83	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	62	chr13:77087473-77087643	170	40.05	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	63	chr13:77083021-77083202	181	44.33	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	64	chr13:77081826-77082003	177	39.49	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	71	chr13:77067570-77067874	304	55.76	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	74	chr13:77062585-77062707	122	33.05	0	0	1	15697	2.1	6.0	42.9
MYCBP2	ENST00000544440	78	chr13:77058207-77058416	209	48.27	0	0	1	15697	2.1	6.0	42.9
MYCBPAP	ENST00000323776	14	chr17:50525870-50526277	407	58.41	0	0	1	3206	0.0	0.0	12.7
MYCN	ENST00000281043	2	chr2:15942054-15942864	810	53.62	1	1	1	1435	56.4	56.4	56.4
MYD88	ENST00000650905	1	chr3:38138690-38139038	348	80.09	0	0	1	991	0.0	0.0	35.1
MYH1	ENST00000226207	4	chr17:10516188-10516352	164	29.30	0	0	1	6580	1.9	10.0	31.6
MYH1	ENST00000226207	5	chr17:10515915-10516092	177	40.85	0	0	1	6580	1.9	10.0	31.6
MYH1	ENST00000226207	16	chr17:10508352-10508682	330	46.02	0	1	1	6580	1.9	10.0	31.6
MYH1	ENST00000226207	25	chr17:10501755-10501921	166	37.85	0	0	1	6580	1.9	10.0	31.6
MYH1	ENST00000226207	27	chr17:10501099-10501509	410	71.02	0	0	1	6580	1.9	10.0	31.6
MYH1	ENST00000226207	31	chr17:10497723-10497927	204	45.37	0	1	1	6580	1.9	10.0	31.6
MYH1	ENST00000226207	32	chr17:10497276-10497462	186	38.01	0	0	1	6580	1.9	10.0	31.6
MYH1	ENST00000226207	33	chr17:10497058-10497203	145	40.40	0	0	1	6580	1.9	10.0	31.6
MYH1	ENST00000226207	38	chr17:10494558-10494683	125	12.02	1	1	1	6580	1.9	10.0	31.6
MYH1	ENST00000226207	40	chr17:10492405-10492578	173	49.52	0	0	1	6580	1.9	10.0	31.6
MYH10	ENST00000360416	3	chr17:8604815-8604992	177	0.00	1	1	1	6864	3.9	3.9	13.4
MYH10	ENST00000360416	14	chr17:8542096-8542290	194	43.00	0	0	1	6864	3.9	3.9	13.4
MYH10	ENST00000360416	16	chr17:8535376-8535511	135	36.66	0	0	1	6864	3.9	3.9	13.4
MYH10	ENST00000360416	20	chr17:8518870-8518960	90	10.30	1	1	1	6864	3.9	3.9	13.4
MYH10	ENST00000360416	21	chr17:8518620-8518801	181	44.76	0	0	1	6864	3.9	3.9	13.4
MYH10	ENST00000360416	26	chr17:8508543-8508687	144	33.77	0	0	1	6864	3.9	3.9	13.4
MYH11	ENST00000452625	7	chr16:15782374-15782487	113	30.74	0	0	1	6658	0.0	0.0	4.9
MYH11	ENST00000452625	17	chr16:15750127-15750341	214	51.31	0	0	1	6658	0.0	0.0	4.9
MYH14	ENST00000642316	18	chr19:50257288-50257496	208	58.55	0	0	1	6951	0.0	0.0	6.9
MYH14	ENST00000642316	33	chr19:50281583-50281852	269	56.55	0	0	1	6951	0.0	0.0	6.9
MYH6	ENST00000405093	29	chr14:23388848-23389065	217	66.00	0	0	1	6560	0.0	0.0	3.3
MYH7	ENST00000355349	30	chr14:23418199-23418416	217	68.33	0	0	1	6568	0.0	0.0	3.3
MYH7B	ENST00000262873	6	chr20:34979379-34979506	127	35.32	0	0	1	6646	2.2	2.7	27.5
MYH7B	ENST00000262873	17	chr20:34987546-34987685	139	34.59	0	0	1	6646	2.2	2.7	27.5
MYH7B	ENST00000262873	19	chr20:34988081-34988272	191	43.27	0	0	1	6646	2.2	2.7	27.5
MYH7B	ENST00000262873	24	chr20:34990993-34991131	138	29.05	0	0	1	6646	2.2	2.7	27.5
MYH7B	ENST00000262873	27	chr20:34994135-34994411	276	62.97	0	0	1	6646	2.2	2.7	27.5
MYH7B	ENST00000262873	32	chr20:34997240-34997650	410	57.49	0	0	1	6646	2.2	2.7	27.5
MYH7B	ENST00000262873	33	chr20:34998284-34998431	147	11.75	1	1	1	6646	2.2	2.7	27.5
MYH7B	ENST00000262873	36	chr20:34999045-34999415	370	58.74	0	0	1	6646	2.2	2.7	27.5
MYH7B	ENST00000262873	45	chr20:35002166-35002198	32	20.91	0	1	1	6646	2.2	2.7	27.5
MYH8	ENST00000403437	16	chr17:10409268-10409598	330	55.70	0	0	1	6574	0.0	0.0	5.0
MYL1	ENST00000352451	4	chr2:210294234-210294428	194	45.59	0	0	1	705	0.0	0.0	27.5
MYL11	ENST00000322861	6	chr16:30377643-30377712	69	4.44	1	1	1	650	10.6	29.8	29.8
MYL11	ENST00000322861	7	chr16:30377785-30377910	125	18.65	0	1	1	650	10.6	29.8	29.8
MYL9	ENST00000279022	3	chr20:36548021-36548203	182	24.33	0	1	1	579	33.3	64.8	64.8
MYL9	ENST00000279022	4	chr20:36549066-36549259	193	3.75	1	1	1	579	33.3	64.8	64.8
MYLK2	ENST00000375985	4	chr20:31821428-31821747	319	75.66	0	0	1	2031	0.0	0.0	15.7
MYLK3	ENST00000394809	3	chr16:46737700-46738153	453	63.75	0	1	1	2720	0.0	34.3	39.8
MYLK3	ENST00000394809	4	chr16:46732197-46732678	481	75.62	0	1	1	2720	0.0	34.3	39.8
MYLK3	ENST00000394809	10	chr16:46712637-46712786	149	38.75	0	0	1	2720	0.0	34.3	39.8
MYMK	ENST00000339996	5	chr9:133514625-133514795	170	43.77	0	0	1	766	0.0	0.0	22.2
MYMX	ENST00000573382	2	chr6:44217461-44217736	275	6.40	1	1	1	275	100.0	100.0	100.0
MYO10	ENST00000513610	3	chr5:16817998-16818177	179	49.49	0	0	1	6997	0.0	3.0	20.5
MYO10	ENST00000513610	4	chr5:16794635-16794843	208	24.11	0	1	1	6997	0.0	3.0	20.5
MYO10	ENST00000513610	26	chr5:16699439-16699583	144	54.99	0	0	1	6997	0.0	3.0	20.5
MYO10	ENST00000513610	32	chr5:16681298-16681513	215	38.97	0	0	1	6997	0.0	3.0	20.5
MYO10	ENST00000513610	39	chr5:16670515-16670988	473	76.32	0	0	1	6997	0.0	3.0	20.5
MYO10	ENST00000513610	40	chr5:16668266-16668478	212	40.95	0	0	1	6997	0.0	3.0	20.5
MYO15A	ENST00000647165	2	chr17:18118790-18122419	3629	85.99	0	1	1	11893	0.0	30.5	30.5
MYO16	ENST00000457511	2	chr13:108665875-108666159	284	61.16	0	0	1	6343	0.0	17.9	46.2
MYO16	ENST00000457511	4	chr13:108727429-108727593	164	49.00	0	0	1	6343	0.0	17.9	46.2
MYO16	ENST00000457511	5	chr13:108785624-108785753	129	31.25	0	0	1	6343	0.0	17.9	46.2
MYO16	ENST00000457511	7	chr13:108806668-108806814	146	39.08	0	0	1	6343	0.0	17.9	46.2
MYO16	ENST00000457511	9	chr13:108823114-108823288	174	44.84	0	0	1	6343	0.0	17.9	46.2
MYO16	ENST00000457511	16	chr13:108909992-108910160	168	40.66	0	0	1	6343	0.0	17.9	46.2
MYO16	ENST00000457511	25	chr13:109052289-109052485	196	53.78	0	0	1	6343	0.0	17.9	46.2
MYO16	ENST00000457511	31	chr13:109127271-109127560	289	71.32	0	0	1	6343	0.0	17.9	46.2
MYO16	ENST00000457511	32	chr13:109140253-109141386	1133	40.41	0	1	1	6343	0.0	17.9	46.2
