gene	transcript	n_cds_exons	dead_10x_n	dead_10x_exons	dead_20x_n	dead_20x_exons	dead_30x_n	dead_30x_exons	cds_len	dead_10x_len	dead_10x_pct	dead_20x_len	dead_20x_pct	dead_30x_len	dead_30x_pct
NADK2	ENST00000381937	12	1	1	1	1	4	1,2,7,12	1569	320	20.4	320	20.4	687	43.8
NADSYN1	ENST00000319023	21	0		0		1	21	2541	0	0.0	0	0.0	71	2.8
NAE1	ENST00000290810	20	1	5	2	5,9	3	5,7,9	2005	92	4.6	175	8.7	305	15.2
NAF1	ENST00000274054	8	0		1	8	3	2,5,8	1645	0	0.0	472	28.7	848	51.6
NAGA	ENST00000396398	9	0		0		0		1416	0	0.0	0	0.0	0	0.0
NAGLU	ENST00000225927	6	1	1	1	1	1	1	2352	403	17.1	403	17.1	403	17.1
NAGS	ENST00000293404	7	0		1	1	1	1	1745	0	0.0	446	25.6	446	25.6
NALCN	ENST00000251127	43	0		0		11	3,6,8,12,13,17,21,25,37,38,44	6077	0	0.0	0	0.0	1822	30.0
NANOS1	ENST00000425699	1	1	1	1	1	1	1	899	899	100.0	899	100.0	899	100.0
NANOS3	ENST00000339133	2	0		0		0		619	0	0.0	0	0.0	0	0.0
NANS	ENST00000210444	6	0		1	5	1	5	1200	0	0.0	287	23.9	287	23.9
NAPB	ENST00000377026	11	1	3	1	3	1	3	1117	137	12.3	137	12.3	137	12.3
NARS1	ENST00000256854	14	0		0		2	8,13	1927	0	0.0	0	0.0	394	20.4
NARS2	ENST00000281038	14	0		0		1	4	1714	0	0.0	0	0.0	161	9.4
NAT2	ENST00000286479	1	0		0		1	2	893	0	0.0	0	0.0	893	100.0
NAT8	ENST00000272425	1	0		1	2	1	2	704	0	0.0	704	100.0	704	100.0
NAV2	ENST00000349880	38	0		1	28	11	1,5,10,13,14,15,19,28,31,32,35	8050	0	0.0	183	2.3	3553	44.1
NAV3	ENST00000397909	40	1	13	5	13,16,33,35,38	16	1,5,7,9,11,13,14,15,16,19,32,33,34,35,37,38	7958	153	1.9	1165	14.6	4150	52.1
NAXD	ENST00000680254	10	0		0		1	1	1190	0	0.0	0	0.0	66	5.5
NAXE	ENST00000368235	6	0		0		0		987	0	0.0	0	0.0	0	0.0
NBAS	ENST00000281513	52	0		0		0		8156	0	0.0	0	0.0	0	0.0
NBEA	ENST00000379939	59	1	1	6	1,8,9,21,31,48	25	1,4,5,7,8,9,10,13,21,22,23,24,26,27,29,31,32,34,37,38,45,48,49,55,57	10084	314	3.1	1544	15.3	5643	56.0
NBEAL1	ENST00000683969	55	4	11,17,29,53	9	11,17,20,28,29,32,36,53,54	28	4,9,10,11,14,17,20,22,26,27,28,29,30,31,32,33,34,36,37,40,41,44,45,48,49,50,53,54	9272	809	8.7	2236	24.1	5744	61.9
NBEAL2	ENST00000450053	54	1	1	2	1,27	4	1,27,31,33	9345	71	0.8	607	6.5	1174	12.6
NBN	ENST00000265433	16	0		0		1	4	2585	0	0.0	0	0.0	180	7.0
NCAPD2	ENST00000315579	31	1	32	1	32	2	14,32	4826	106	2.2	106	2.2	251	5.2
NCAPD3	ENST00000534548	35	1	12	1	12	6	2,3,4,12,17,22	5197	77	1.5	77	1.5	980	18.9
NCAPG2	ENST00000356309	27	1	7	1	7	6	4,6,7,10,12,16	3972	115	2.9	115	2.9	915	23.0
NCAPH	ENST00000240423	18	0		0		3	7,9,13	2586	0	0.0	0	0.0	567	21.9
NCBP1	ENST00000375147	23	2	3,9	2	3,9	3	3,9,22	2833	239	8.4	239	8.4	373	13.2
NCBP3	ENST00000389005	13	1	11	2	1,11	3	1,10,11	2123	175	8.2	378	17.8	708	33.3
NCDN	ENST00000373243	7	0		0		0		2330	0	0.0	0	0.0	0	0.0
NCEH1	ENST00000475381	5	0		0		1	4	1327	0	0.0	0	0.0	192	14.5
NCF1	ENST00000289473	11	0		0		0		1393	0	0.0	0	0.0	0	0.0
NCF2	ENST00000367535	15	0		0		0		1881	0	0.0	0	0.0	0	0.0
NCF4	ENST00000248899	10	2	6,9	3	6,7,9	3	6,7,9	1220	164	13.4	283	23.2	283	23.2
NCKAP1	ENST00000361354	31	1	11	3	7,11,21	14	2,5,7,9,10,11,13,14,17,18,20,21,28,31	4007	117	2.9	514	12.8	2036	50.8
NCKAP1L	ENST00000293373	31	1	22	1	22	3	9,19,22	4004	151	3.8	151	3.8	494	12.3
NCKAP5	ENST00000409261	18	0		0		1	17	6090	0	0.0	0	0.0	335	5.5
NCOA3	ENST00000371998	21	1	7	2	7,15	13	6,7,9,11,12,13,14,15,17,18,20,21,22	4695	209	4.5	475	10.1	3684	78.5
NCOA6	ENST00000359003	13	0		0		1	3	6452	0	0.0	0	0.0	255	4.0
NCOR1	ENST00000268712	45	1	27	3	27,31,41	16	2,10,12,20,23,27,28,30,31,32,35,37,38,39,41,45	8223	189	2.3	734	8.9	3830	46.6
NCOR2	ENST00000405201	47	3	21,24,49	7	21,24,25,34,40,43,49	13	16,21,23,24,25,26,29,34,37,40,41,43,49	8485	465	5.5	1663	19.6	2606	30.7
NCR3	ENST00000340027	4	4	1,2,3,4	4	1,2,3,4	4	1,2,3,4	686	686	100.0	686	100.0	686	100.0
NCSTN	ENST00000294785	17	0		0		0		2470	0	0.0	0	0.0	0	0.0
NDC1	ENST00000371429	18	0		0		5	2,3,4,8,17	2385	0	0.0	0	0.0	795	33.3
NDC80	ENST00000261597	16	2	4,16	2	4,16	8	4,5,6,10,12,13,16,17	2249	267	11.9	267	11.9	1189	52.9
NDE1	ENST00000396354	8	0		0		0		1168	0	0.0	0	0.0	0	0.0
NDEL1	ENST00000334527	8	0		0		0		1198	0	0.0	0	0.0	0	0.0
NDFIP2	ENST00000218652	7	0		0		2	3,5	1151	0	0.0	0	0.0	299	26.0
NDN	ENST00000649030	1	0		1	1	1	1	986	0	0.0	986	100.0	986	100.0
NDNF	ENST00000379692	3	0		1	4	2	2,4	1767	0	0.0	1414	80.0	1622	91.8
NDP	ENST00000642620	2	0		0		0		442	0	0.0	0	0.0	0	0.0
NDRG1	ENST00000323851	15	0		0		0		1485	0	0.0	0	0.0	0	0.0
NDRG4	ENST00000570248	15	0		0		2	10,15	1359	0	0.0	0	0.0	247	18.2
NDST1	ENST00000261797	14	0		0		1	8	2929	0	0.0	0	0.0	203	6.9
NDUFA1	ENST00000371437	3	0		0		0		273	0	0.0	0	0.0	0	0.0
NDUFA10	ENST00000252711	10	0		0		1	1	1268	0	0.0	0	0.0	95	7.5
NDUFA11	ENST00000308961	4	0		0		0		506	0	0.0	0	0.0	0	0.0
NDUFA12	ENST00000327772	4	0		0		0		518	0	0.0	0	0.0	0	0.0
NDUFA13	ENST00000507754	5	0		0		0		535	0	0.0	0	0.0	0	0.0
NDUFA2	ENST00000252102	3	0		0		0		360	0	0.0	0	0.0	0	0.0
NDUFA3	ENST00000485876	4	3	2,3,4	3	2,3,4	3	2,3,4	335	305	91.0	305	91.0	305	91.0
NDUFA5	ENST00000355749	5	0		0		0		451	0	0.0	0	0.0	0	0.0
NDUFA6	ENST00000498737	3	0		0		3	1,2,3	447	0	0.0	0	0.0	447	100.0
NDUFA7	ENST00000301457	4	0		0		0		422	0	0.0	0	0.0	0	0.0
NDUFA8	ENST00000373768	4	0		0		0		599	0	0.0	0	0.0	0	0.0
NDUFA9	ENST00000266544	11	0		0		2	2,8	1354	0	0.0	0	0.0	288	21.3
NDUFAB1	ENST00000007516	4	0		0		0		551	0	0.0	0	0.0	0	0.0
NDUFAF1	ENST00000260361	4	0		0		0		1064	0	0.0	0	0.0	0	0.0
NDUFAF2	ENST00000296597	4	0		0		0		590	0	0.0	0	0.0	0	0.0
NDUFAF3	ENST00000326925	5	0		0		0		655	0	0.0	0	0.0	0	0.0
NDUFAF4	ENST00000316149	3	0		0		0		588	0	0.0	0	0.0	0	0.0
NDUFAF5	ENST00000378106	11	0		0		0		1258	0	0.0	0	0.0	0	0.0
NDUFAF6	ENST00000396124	9	1	1	1	1	1	1	1182	217	18.4	217	18.4	217	18.4
NDUFAF7	ENST00000002125	10	0		0		0		1526	0	0.0	0	0.0	0	0.0
NDUFAF8	ENST00000431388	3	1	1	1	1	1	1	285	104	36.5	104	36.5	104	36.5
NDUFB1	ENST00000605997	2	0		0		0		217	0	0.0	0	0.0	0	0.0
NDUFB10	ENST00000268668	4	0		0		0		599	0	0.0	0	0.0	0	0.0
NDUFB11	ENST00000377811	3	0		1	1	1	1	522	0	0.0	227	43.5	227	43.5
NDUFB2	ENST00000247866	3	0		0		0		378	0	0.0	0	0.0	0	0.0
NDUFB3	ENST00000237889	2	0		0		0		337	0	0.0	0	0.0	0	0.0
NDUFB4	ENST00000184266	3	0		0		0		450	0	0.0	0	0.0	0	0.0
NDUFB5	ENST00000259037	6	0		0		1	6	690	0	0.0	0	0.0	141	20.4
NDUFB6	ENST00000379847	4	0		1	1	1	1	467	0	0.0	200	42.8	200	42.8
NDUFB7	ENST00000215565	3	0		0		0		474	0	0.0	0	0.0	0	0.0
NDUFB8	ENST00000299166	5	0		0		1	4	661	0	0.0	0	0.0	176	26.6
NDUFB9	ENST00000276689	4	0		0		0		620	0	0.0	0	0.0	0	0.0
NDUFC1	ENST00000394223	3	0		0		0		291	0	0.0	0	0.0	0	0.0
NDUFC2	ENST00000281031	3	0		0		0		420	0	0.0	0	0.0	0	0.0
NDUFS1	ENST00000233190	18	0		0		0		2544	0	0.0	0	0.0	0	0.0
NDUFS2	ENST00000676972	14	0		0		0		1672	0	0.0	0	0.0	0	0.0
NDUFS3	ENST00000263774	7	0		0		0		935	0	0.0	0	0.0	0	0.0
NDUFS4	ENST00000296684	5	0		0		0		628	0	0.0	0	0.0	0	0.0
NDUFS5	ENST00000372969	2	0		0		0		361	0	0.0	0	0.0	0	0.0
NDUFS6	ENST00000274137	4	0		0		0		455	0	0.0	0	0.0	0	0.0
NDUFS7	ENST00000233627	8	0		0		0		802	0	0.0	0	0.0	0	0.0
NDUFS8	ENST00000313468	6	0		0		0		753	0	0.0	0	0.0	0	0.0
NDUFV1	ENST00000322776	10	0		0		0		1595	0	0.0	0	0.0	0	0.0
NDUFV2	ENST00000318388	8	0		0		0		910	0	0.0	0	0.0	0	0.0
NDUFV3	ENST00000354250	4	0		0		0		1502	0	0.0	0	0.0	0	0.0
NEB	ENST00000397345	180	0		0		0		29178	0	0.0	0	0.0	0	0.0
NEB	ENST00000427231	180	1	84	21	28,33,37,41,45,46,49,53,57,61,65,69,73,77,81,84,87,109,114,117,120	64	25,28,30,33,34,37,38,41,42,43,44,45,46,49,50,51,52,53,55,57,58,60,61,62,63,65,66,67,69,70,71,73,77,81,84,87,94,102,106,109,114,115,117,118,120,121,124,126,139,140,145,156,162,168,170,171,172,175,176,177,178,179,181,182	29178	128	0.4	6021	20.6	12671	43.4
NEBL	ENST00000377122	28	0		0		1	20	3605	0	0.0	0	0.0	113	3.1
NECAB1	ENST00000417640	13	0		0		3	3,6,11	1316	0	0.0	0	0.0	384	29.2
NECAP1	ENST00000339754	8	0		0		1	6	988	0	0.0	0	0.0	204	20.6
NECTIN1	ENST00000264025	6	0		0		0		1674	0	0.0	0	0.0	0	0.0
NECTIN2	ENST00000252483	9	0		0		2	6,9	1797	0	0.0	0	0.0	464	25.8
NECTIN3	ENST00000485303	6	0		1	2	5	1,2,3,5,6	1770	0	0.0	362	20.5	1632	92.2
NECTIN4	ENST00000368012	9	0		0		0		1713	0	0.0	0	0.0	0	0.0
NEDD4	ENST00000435532	29	0		0		4	7,8,9,26	3283	0	0.0	0	0.0	520	15.8
NEDD4L	ENST00000400345	31	1	8	6	1,4,7,8,13,21	13	1,3,4,6,7,8,9,11,12,13,16,18,21	3548	123	3.5	662	18.7	1607	45.3
NEFH	ENST00000310624	4	0		1	1	1	1	3143	0	0.0	903	28.7	903	28.7
NEFL	ENST00000610854	4	0		0		1	3	1712	0	0.0	0	0.0	340	19.9
NEIL1	ENST00000355059	9	0		0		0		1353	0	0.0	0	0.0	0	0.0
NEIL2	ENST00000284503	4	0		0		0		1079	0	0.0	0	0.0	0	0.0
NEK1	ENST00000507142	34	1	34	3	27,28,34	11	4,5,10,26,27,28,29,31,33,34,35	4541	151	3.3	521	11.5	2017	44.4
NEK10	ENST00000691995	35	2	17,23	2	17,23	6	6,8,17,18,21,23	4048	219	5.4	219	5.4	714	17.6
NEK2	ENST00000366999	8	0		0		1	2	1498	0	0.0	0	0.0	238	15.9
NEK8	ENST00000268766	15	0		0		1	13	2379	0	0.0	0	0.0	179	7.5
NEK9	ENST00000238616	22	0		3	2,17,21	7	1,2,6,10,12,17,21	3380	0	0.0	622	18.4	1447	42.8
NELL1	ENST00000357134	20	4	1,3,11,17	4	1,3,11,17	9	1,3,4,6,11,13,17,18,19	2833	580	20.5	580	20.5	1452	51.3
NELL2	ENST00000429094	20	1	5	2	5,17	8	3,5,9,13,14,16,17,18	2851	117	4.1	331	11.6	1272	44.6
NEMF	ENST00000298310	33	0		3	16,17,31	5	14,16,17,23,31	3891	0	0.0	297	7.6	806	20.7
NEU1	ENST00000375631	6	2	1,3	6	1,2,3,4,5,6	6	1,2,3,4,5,6	1368	462	33.8	1368	100.0	1368	100.0
NEUROD1	ENST00000295108	1	0		0		0		1091	0	0.0	0	0.0	0	0.0
NEUROD2	ENST00000302584	1	0		1	2	1	2	1169	0	0.0	1169	100.0	1169	100.0
NEUROG1	ENST00000314744	1	0		0		1	1	734	0	0.0	0	0.0	734	100.0
NEUROG3	ENST00000242462	1	0		1	2	1	2	665	0	0.0	665	100.0	665	100.0
NEXMIF	ENST00000055682	3	0		0		2	2,3	4611	0	0.0	0	0.0	4497	97.5
NEXN	ENST00000334785	12	0		0		0		2268	0	0.0	0	0.0	0	0.0
NF1	ENST00000356175	57	0		0		0		9597	0	0.0	0	0.0	0	0.0
NF1	ENST00000358273	58	0		0		0		9680	0	0.0	0	0.0	0	0.0
NF2	ENST00000338641	16	0		0		0		2108	0	0.0	0	0.0	0	0.0
NFASC	ENST00000339876	28	0		1	27	1	27	4283	0	0.0	173	4.0	173	4.0
NFASC	ENST00000539706	27	0		0		1	17	4110	0	0.0	0	0.0	122	3.0
NFAT5	ENST00000349945	14	0		1	6	7	4,5,6,7,8,10,12	4930	0	0.0	211	4.3	1673	33.9
NFATC1	ENST00000427363	10	0		1	2	1	2	3032	0	0.0	1119	36.9	1119	36.9
NFATC2	ENST00000371564	10	0		1	1	2	1,9	2966	0	0.0	150	5.1	860	29.0
NFE2	ENST00000435572	2	0		0		1	3	1162	0	0.0	0	0.0	1028	88.5
NFE2L1	ENST00000362042	5	0		0		1	6	2419	0	0.0	0	0.0	1367	56.5
NFE2L2	ENST00000397062	5	0		0		3	2,4,5	1918	0	0.0	0	0.0	1743	90.9
NFIA	ENST00000403491	11	0		0		2	2,8	1750	0	0.0	0	0.0	751	42.9
NFIB	ENST00000380953	11	1	11	1	11	4	2,8,9,11	1705	38	2.2	38	2.2	954	56.0
NFIC	ENST00000443272	11	0		0		0		1747	0	0.0	0	0.0	0	0.0
NFIX	ENST00000592199	11	2	1,6	2	1,6	2	1,6	1729	204	11.8	204	11.8	204	11.8
NFKB1	ENST00000226574	23	0		0		4	7,13,14,22	3370	0	0.0	0	0.0	702	20.8
NFKB2	ENST00000661543	22	0		0		1	13	3143	0	0.0	0	0.0	230	7.3
NFKBIA	ENST00000216797	6	0		0		1	1	1074	0	0.0	0	0.0	247	23.0
NFKBIL1	ENST00000376148	4	4	1,2,3,4	4	1,2,3,4	4	1,2,3,4	1226	1226	100.0	1226	100.0	1226	100.0
NFKBIZ	ENST00000326172	12	0		1	1	1	1	2397	0	0.0	309	12.9	309	12.9
NFS1	ENST00000374092	13	0		1	1	1	1	1634	0	0.0	117	7.2	117	7.2
NFU1	ENST00000410022	8	0		0		0		925	0	0.0	0	0.0	0	0.0
NFX1	ENST00000379540	24	1	4	2	4,20	6	2,3,4,10,11,20	3843	98	2.6	217	5.6	1593	41.5
NGF	ENST00000369512	1	0		0		0		746	0	0.0	0	0.0	0	0.0
NGLY1	ENST00000280700	12	0		1	10	8	3,4,6,7,9,10,11,12	2205	0	0.0	206	9.3	1545	70.1
NHEJ1	ENST00000356853	7	0		0		0		1040	0	0.0	0	0.0	0	0.0
NHERF1	ENST00000262613	6	0		0		0		1197	0	0.0	0	0.0	0	0.0
NHLH2	ENST00000320238	1	0		0		0		428	0	0.0	0	0.0	0	0.0
NHLRC1	ENST00000340650	1	0		0		0		1208	0	0.0	0	0.0	0	0.0
NHLRC2	ENST00000369301	11	0		2	3,4	4	2,3,4,5	2401	0	0.0	618	25.7	941	39.2
NHP2	ENST00000274606	4	0		0		0		542	0	0.0	0	0.0	0	0.0
NHS	ENST00000676302	9	0		1	1	2	1,4	5136	0	0.0	585	11.4	668	13.0
NID1	ENST00000264187	20	0		1	4	1	4	4144	0	0.0	403	9.7	403	9.7
NID2	ENST00000216286	22	0		1	14	5	4,5,7,14,15	4568	0	0.0	254	5.6	1464	32.0
NIN	ENST00000530997	29	0		0		1	9	6982	0	0.0	0	0.0	188	2.7
NINJ2	ENST00000305108	3	0		0		0		489	0	0.0	0	0.0	0	0.0
NINL	ENST00000278886	23	0		0		3	6,16,24	4609	0	0.0	0	0.0	727	15.8
NIPA1	ENST00000337435	5	1	1	1	1	1	1	1090	198	18.2	198	18.2	198	18.2
NIPA2	ENST00000337451	5	0		0		2	7,8	1183	0	0.0	0	0.0	836	70.7
NIPAL4	ENST00000311946	6	1	6	1	6	2	2,6	1335	649	48.6	649	48.6	909	68.1
NIPBL	ENST00000282516	46	0		0		0		9335	0	0.0	0	0.0	0	0.0
NIT1	ENST00000368009	7	0		0		0		1124	0	0.0	0	0.0	0	0.0
NKAIN3	ENST00000623646	7	2	6,7	3	2,6,7	4	2,4,6,7	797	165	20.7	323	40.5	541	67.9
NKAP	ENST00000371410	9	0		2	1,6	5	1,2,6,8,9	1428	0	0.0	536	37.5	1002	70.2
NKX2-1	ENST00000354822	3	0		1	3	1	3	1266	0	0.0	763	60.3	763	60.3
NKX2-2	ENST00000377142	2	0		0		2	1,2	862	0	0.0	0	0.0	862	100.0
NKX2-3	ENST00000344586	2	1	2	1	2	2	1,2	1135	757	66.7	757	66.7	1135	100.0
NKX2-5	ENST00000329198	2	0		0		1	1	1015	0	0.0	0	0.0	354	34.9
NKX2-6	ENST00000325017	2	0		0		2	1,2	946	0	0.0	0	0.0	946	100.0
NKX3-2	ENST00000382438	2	0		0		2	1,2	1042	0	0.0	0	0.0	1042	100.0
NKX6-2	ENST00000368592	3	1	1	1	1	1	1	894	426	47.7	426	47.7	426	47.7
NLGN1	ENST00000695368	6	0		0		5	2,4,5,6,7	2652	0	0.0	0	0.0	2572	97.0
NLGN3	ENST00000358741	7	0		0		0		2687	0	0.0	0	0.0	0	0.0
NLGN4X	ENST00000381095	5	0		0		0		2551	0	0.0	0	0.0	0	0.0
NLGN4Y	ENST00000684976	6	6	2,3,4,5,6,7	6	2,3,4,5,6,7	6	2,3,4,5,6,7	2631	2631	100.0	2631	100.0	2631	100.0
NLRC4	ENST00000402280	8	0		1	9	1	9	3235	0	0.0	313	9.7	313	9.7
NLRP1	ENST00000572272	17	2	2,11	2	2,11	4	2,4,11,13	4762	380	8.0	380	8.0	2388	50.1
NLRP12	ENST00000324134	10	0		0		0		3386	0	0.0	0	0.0	0	0.0
NLRP2	ENST00000448584	12	10	2,3,5,6,7,8,9,10,11,13	12	2,3,4,5,6,7,8,9,10,11,12,13	12	2,3,4,5,6,7,8,9,10,11,12,13	3429	3146	91.7	3429	100.0	3429	100.0
NLRP3	ENST00000336119	9	0		0		0		3285	0	0.0	0	0.0	0	0.0
NLRP5	ENST00000850973	14	0		0		3	2,10,14	3730	0	0.0	0	0.0	691	18.5
NLRP7	ENST00000592784	10	10	2,3,4,5,6,7,8,9,10,11	10	2,3,4,5,6,7,8,9,10,11	10	2,3,4,5,6,7,8,9,10,11	3314	3314	100.0	3314	100.0	3314	100.0
NLRP8	ENST00000850972	10	2	3,10	2	3,10	6	1,3,5,6,8,10	3347	1740	52.0	1740	52.0	2679	80.0
NMD3	ENST00000351193	15	0		1	12	5	3,6,7,11,12	1812	0	0.0	133	7.3	714	39.4
NME3	ENST00000219302	5	0		1	1	1	1	610	0	0.0	66	10.8	66	10.8
NME5	ENST00000265191	5	0		0		0		739	0	0.0	0	0.0	0	0.0
NME7	ENST00000367811	12	0		0		3	3,4,7	1371	0	0.0	0	0.0	444	32.4
NME8	ENST00000199447	15	0		0		0		2067	0	0.0	0	0.0	0	0.0
NMNAT1	ENST00000377205	4	0		0		2	3,5	920	0	0.0	0	0.0	625	67.9
NMNAT2	ENST00000287713	11	0		0		1	7	1144	0	0.0	0	0.0	65	5.7
NMT1	ENST00000258960	12	0		0		1	10	1731	0	0.0	0	0.0	188	10.9
NNMT	ENST00000299964	3	1	3	1	3	1	3	855	453	53.0	453	53.0	453	53.0
NNT	ENST00000344920	21	1	20	3	7,9,20	11	2,4,7,9,11,13,14,16,17,18,20	3681	139	3.8	559	15.2	2093	56.9
NOBOX	ENST00000645489	8	1	2	2	2,6	3	2,6,8	1885	572	30.3	821	43.6	1143	60.6
NOD2	ENST00000647318	11	0		0		0		3262	0	0.0	0	0.0	0	0.0
NODAL	ENST00000287139	3	0		0		0		1104	0	0.0	0	0.0	0	0.0
NOG	ENST00000332822	1	0		0		0		719	0	0.0	0	0.0	0	0.0
NOL3	ENST00000564992	3	0		1	3	1	3	687	0	0.0	344	50.1	344	50.1
NOLC1	ENST00000605788	13	0		0		1	8	2360	0	0.0	0	0.0	149	6.3
NOMO2	ENST00000622306	31	0		0		0		4289	0	0.0	0	0.0	0	0.0
NONO	ENST00000276079	10	0		2	4,5	4	4,5,6,7	1616	0	0.0	536	33.2	869	53.8
NOP10	ENST00000328848	2	0		0		0		235	0	0.0	0	0.0	0	0.0
NOP56	ENST00000329276	12	0		0		1	1	2025	0	0.0	0	0.0	23	1.1
NOS1	ENST00000317775	28	0		1	12	5	5,12,18,26,29	4865	0	0.0	215	4.4	781	16.1
NOS1AP	ENST00000361897	10	0		0		0		1721	0	0.0	0	0.0	0	0.0
NOS2	ENST00000313735	26	0		0		5	12,17,20,25,26	3982	0	0.0	0	0.0	996	25.0
NOS3	ENST00000297494	26	0		2	3,9	4	3,8,9,20	4132	0	0.0	327	7.9	695	16.8
NOTCH1	ENST00000651671	34	1	1	1	1	3	1,4,28	8348	81	1.0	81	1.0	677	8.1
NOTCH2	ENST00000256646	34	0		0		0		8096	0	0.0	0	0.0	0	0.0
NOTCH2NLA	ENST00000362074	4	0		0		0		791	0	0.0	0	0.0	0	0.0
NOTCH2NLC	ENST00000650865	5	0		1	1	1	1	982	0	0.0	155	15.8	155	15.8
NOTCH3	ENST00000263388	33	2	1,24	2	1,24	3	1,24,25	7626	724	9.5	724	9.5	1077	14.1
NOTUM	ENST00000409678	11	1	1	1	1	3	1,9,10	1711	343	20.0	343	20.0	579	33.8
NOVA2	ENST00000263257	4	1	4	2	1,4	2	1,4	1559	1103	70.8	1208	77.5	1208	77.5
NOX1	ENST00000372966	13	0		0		6	6,7,8,9,10,11	1955	0	0.0	0	0.0	1074	54.9
NPAS2	ENST00000335681	20	0		1	20	1	20	2875	0	0.0	201	7.0	201	7.0
NPAS4	ENST00000311034	8	0		0		0		2569	0	0.0	0	0.0	0	0.0
NPAT	ENST00000278612	18	0		0		0		4644	0	0.0	0	0.0	0	0.0
NPC1	ENST00000269228	25	0		0		0		4337	0	0.0	0	0.0	0	0.0
NPC1L1	ENST00000381160	19	0		0		0		4379	0	0.0	0	0.0	0	0.0
NPC2	ENST00000555619	5	0		0		0		556	0	0.0	0	0.0	0	0.0
NPHP1	ENST00000445609	20	0		0		0		2434	0	0.0	0	0.0	0	0.0
NPHP3	ENST00000337331	27	0		0		1	1	4533	0	0.0	0	0.0	413	9.1
NPHP4	ENST00000378156	29	0		1	10	7	4,6,8,10,15,17,27	4861	0	0.0	203	4.2	1359	28.0
NPHS1	ENST00000378910	29	0		0		0		4306	0	0.0	0	0.0	0	0.0
NPHS2	ENST00000367615	8	0		0		1	1	1312	0	0.0	0	0.0	294	22.4
NPL	ENST00000367553	11	0		0		0		1183	0	0.0	0	0.0	0	0.0
NPM1	ENST00000296930	11	0		1	3	1	3	1105	0	0.0	140	12.7	140	12.7
NPNT	ENST00000379987	12	0		1	7	2	7,8	1938	0	0.0	143	7.4	559	28.8
NPPA	ENST00000376480	3	0		0		0		516	0	0.0	0	0.0	0	0.0
NPPB	ENST00000376468	3	0		0		1	2	465	0	0.0	0	0.0	276	59.4
NPPC	ENST00000409852	2	0		0		1	2	421	0	0.0	0	0.0	311	73.9
NPR1	ENST00000368680	22	0		0		1	1	3626	0	0.0	0	0.0	741	20.4
NPR2	ENST00000342694	22	0		0		0		3584	0	0.0	0	0.0	0	0.0
NPR3	ENST00000265074	8	0		1	1	3	1,3,6	1786	0	0.0	789	44.2	1132	63.4
NPRL2	ENST00000232501	11	0		0		0		1363	0	0.0	0	0.0	0	0.0
NPRL3	ENST00000611875	13	0		1	8	1	8	1970	0	0.0	158	8.0	158	8.0
NPSR1	ENST00000360581	9	0		0		0		1296	0	0.0	0	0.0	0	0.0
NPTX1	ENST00000306773	5	1	1	1	1	1	1	1399	464	33.2	464	33.2	464	33.2
NQO1	ENST00000320623	6	0		2	2,6	3	1,2,6	945	0	0.0	511	54.1	538	56.9
NQO2	ENST00000380455	6	0		0		0		816	0	0.0	0	0.0	0	0.0
NR0B1	ENST00000378970	2	0		0		0		1453	0	0.0	0	0.0	0	0.0
NR0B2	ENST00000254227	2	0		0		0		814	0	0.0	0	0.0	0	0.0
NR1H4	ENST00000392986	9	0		0		0		1611	0	0.0	0	0.0	0	0.0
NR1I2	ENST00000393716	8	0		0		0		1465	0	0.0	0	0.0	0	0.0
NR1I3	ENST00000367983	8	0		0		0		1207	0	0.0	0	0.0	0	0.0
NR2E1	ENST00000368986	9	0		0		0		1338	0	0.0	0	0.0	0	0.0
NR2E3	ENST00000617575	8	0		0		1	5	1393	0	0.0	0	0.0	196	14.1
NR2F1	ENST00000327111	3	1	1	1	1	2	1,2	1332	483	36.3	483	36.3	1031	77.4
NR2F2	ENST00000394166	3	1	1	2	1,3	2	1,3	1305	462	35.4	757	58.0	757	58.0
NR3C1	ENST00000394464	8	0		1	2	1	2	2494	0	0.0	1204	48.3	1204	48.3
NR3C2	ENST00000358102	8	0		0		0		3115	0	0.0	0	0.0	0	0.0
NR4A2	ENST00000339562	6	0		0		0		1917	0	0.0	0	0.0	0	0.0
NR4A3	ENST00000395097	6	1	3	1	3	2	3,7	2001	971	48.5	971	48.5	1170	58.5
NR5A1	ENST00000373588	6	0		0		0		1506	0	0.0	0	0.0	0	0.0
NR6A1	ENST00000487099	10	1	1	1	1	1	1	1643	120	7.3	120	7.3	120	7.3
NRAP	ENST00000359988	42	2	10,18	2	10,18	3	10,18,40	6033	247	4.1	247	4.1	579	9.6
NRAS	ENST00000369535	4	0		0		0		650	0	0.0	0	0.0	0	0.0
NRCAM	ENST00000379028	30	0		2	16,17	9	7,9,13,14,16,17,27,29,33	4515	0	0.0	355	7.9	1680	37.2
NRDC	ENST00000352171	31	3	2,11,29	3	2,11,29	6	2,11,16,18,20,29	4076	544	13.3	544	13.3	999	24.5
NRG1	ENST00000405005	12	0		0		3	2,10,12	2163	0	0.0	0	0.0	1024	47.3
NRG2	ENST00000361474	10	1	10	2	1,10	2	1,10	2753	801	29.1	1521	55.2	1521	55.2
NRG3	ENST00000372141	9	1	1	1	1	2	1,9	2271	843	37.1	843	37.1	1371	60.4
NRIP1	ENST00000318948	1	0		0		1	4	3497	0	0.0	0	0.0	3497	100.0
